law_id	group	tier	name_zh	name_en	law_version	source_url	weight	note	articles	questions	family
ENV-216	ENV	2	環境用藥專供試驗研究教育示範專案防治或登記用申請作業準則	Operational Guidelines for Application for Environmental Agents Exclusively for Testing, Research, Education, Demonstration Projects, Pest Control, or Registration	民國107年10月16日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060027	1		6	9	環保-毒性化學物質與環境用藥
ENV-217	ENV	2	環境用藥許可證申請核發作業準則	Operational Guidelines for Application and Issuance of Environmental Agent Permits	民國113年3月8日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060028	1		27	46	環保-毒性化學物質與環境用藥
ENV-218	ENV	2	環境用藥分裝調配及委託製造作業準則	Operational Guidelines for Repackaging, Formulation, and Contract Manufacturing of Environmental Agents	民國95年7月21日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060029	1		9	11	環保-毒性化學物質與環境用藥
ENV-219	ENV	2	環境用藥標示準則	Labeling Guidelines for Environmental Agents	民國95年7月24日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060030	1		8	12	環保-毒性化學物質與環境用藥
ENV-220	ENV	2	環境用藥販賣業及病媒防治業許可執照申請核發作業準則	Operational Guidelines for Application and Issuance of Permits for Environmental Agent Retailers and Pest Control Operators	民國113年3月11日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060032	1		12	16	環保-毒性化學物質與環境用藥
ENV-221	ENV	2	毒性及關注化學物質事故調查處理報告作業準則	Operational Guidelines for Investigation and Reporting of Toxic and Concerned Chemical Substance Incidents	民國109年1月16日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0060034	1		7	11	環保-毒性化學物質與環境用藥
ENV-22	ENV	3	氣候變遷因應法	Climate Change Response Act	民國112年2月15日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020098	1		63	94	環保-氣候變遷
ENV-84	ENV	3	氣候變遷因應法施行細則	Enforcement Rules of the Climate Change Response Act	民國112年12月29日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020103	1		25	29	環保-氣候變遷
ENV-85	ENV	3	溫室氣體排放量盤查登錄及查驗管理辦法	Regulations on GHG Emission Inventory, Registration and Verification	民國114年12月19日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020102	2		17	21	環保-氣候變遷
ENV-86	ENV	3	碳費收費辦法	Carbon Fee Collection Regulations	民國113年8月29日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020139	2		23	27	環保-氣候變遷
ENV-87	ENV	3	自主減量計畫管理辦法	Regulations on Voluntary Reduction Plans	民國113年8月29日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020140	1		18	18	環保-氣候變遷
ENV-88	ENV	3	溫室氣體減量額度交易拍賣及移轉管理辦法	Regulations on Trading, Auction and Transfer of GHG Reduction Credits	民國113年7月1日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020138	1		38	38	環保-氣候變遷
ENV-89	ENV	3	溫室氣體自願減量專案管理辦法	Regulations on Voluntary GHG Reduction Projects	民國112年10月12日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020137	1		23	23	環保-氣候變遷
ENV-90	ENV	3	溫室氣體排放量增量抵換管理辦法	Regulations on Offsetting Incremental GHG Emissions	民國112年10月12日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020136	1		15	16	環保-氣候變遷
ENV-91	ENV	3	自願性產品碳足跡核定標示及管理辦法	Regulations on Voluntary Product Carbon Footprint Labeling	民國114年3月19日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020142	1		25	25	環保-氣候變遷
ENV-163	ENV	2	二氧化碳捕捉後封存管理辦法	Regulations Governing the Management of Carbon Dioxide Capture and Storage	民國115年8月25日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020145	1		30	40	環保-氣候變遷
ENV-164	ENV	2	氫氟碳化物管理辦法	Regulations Governing the Management of Hydrofluorocarbons	民國114年2月25日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020141	1		20	22	環保-氣候變遷
ENV-165	ENV	2	溫室氣體抵換專案管理辦法	Regulations Governing the Management of Greenhouse Gas Offset Projects	民國107年12月27日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020101	1		23	23	環保-氣候變遷
ENV-166	ENV	2	溫室氣體認證機構及查驗機構管理辦法	Regulations Governing the Management of Greenhouse Gas Certification Bodies and Verification Bodies	民國114年3月19日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020104	1		39	41	環保-氣候變遷
ENV-213	ENV	2	氣候變遷風險評估作業準則	Guidelines for Climate Change Risk Assessment	民國114年7月16日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0020143	1		12	17	環保-氣候變遷
ENV-23	ENV	3	環境教育法	Environmental Education Act	民國106年11月29日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0120001	1		27	33	環保-環境教育與環檢機構
ENV-92	ENV	3	環境教育法施行細則	Enforcement Rules of the Environmental Education Act	民國113年4月17日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0120002	1		15	17	環保-環境教育與環檢機構
ENV-93	ENV	3	環境講習執行辦法	Regulations on Environmental Lectures	民國107年5月29日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0120010	1		18	22	環保-環境教育與環檢機構
ENV-94	ENV	3	環境教育人員認證及管理辦法	Regulations on Certification of Environmental Education Personnel	民國112年8月11日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0120006	1		20	20	環保-環境教育與環檢機構
ENV-96	ENV	3	環境保護專責及技術人員訓練管理辦法	Regulations on Training of Environmental Protection Dedicated and Technical Personnel	民國109年7月1日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0100006	2		31	34	環保-環境教育與環檢機構
ENV-97	ENV	3	環境檢驗測定機構管理辦法	Regulations on Environmental Testing Organizations	民國114年10月2日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0070001	1		35	35	環保-環境教育與環檢機構
ENV-205	ENV	2	環境教育設施場所認證及管理辦法	Regulations Governing the Accreditation and Management of Environmental Education Facilities and Venues	民國112年8月11日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0120004	1		20	22	環保-環境教育與環檢機構
ENV-206	ENV	2	環境教育機構認證及管理辦法	Regulations Governing the Accreditation and Management of Environmental Education Institutions	民國112年8月8日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0120005	1		21	23	環保-環境教育與環檢機構
ENV-207	ENV	2	環境檢驗測定機構違反環保法規罰鍰額度裁罰準則	Guidelines for Determining Fine Amounts for Environmental Testing Institutions in Violation of Environmental Protection Regulations	民國115年4月30日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0070007	1		7	7	環保-環境教育與環檢機構
ENV-25	ENV	3	公害糾紛處理法	Public Nuisance Dispute Mediation Act	民國98年6月17日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0080001	1		51	59	環保-公害糾紛
ENV-95	ENV	3	公害糾紛處理法施行細則	Enforcement Rules of the Public Nuisance Dispute Mediation Act	民國93年11月24日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0080002	1		38	38	環保-公害糾紛
ENV-14	ENV	2	海洋污染防治法	Marine Pollution Control Act	民國112年5月31日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=O0040026	2		69	104	環保-海洋與生態保育
ENV-15	ENV	2	海岸管理法	Coastal Zone Management Act	民國104年2月4日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070222	1		46	55	環保-海洋與生態保育
ENV-16	ENV	2	海洋保育法	Marine Conservation Act	民國113年7月31日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0090073	1		31	43	環保-海洋與生態保育
ENV-17	ENV	2	野生動物保育法	Wildlife Conservation Act	民國114年2月18日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=M0120001	2		60	85	環保-海洋與生態保育
ENV-18	ENV	2	濕地保育法	Wetland Conservation Act	民國102年7月3日	https://law.moj.gov.tw/LawClass/LawAll.aspx?pcode=D0070209	1		42	54	環保-海洋與生態保育
