id	law_group	law_id	law	article	law_version	category	difficulty	q_zh	a_zh	b_zh	c_zh	d_zh	q_en	a_en	b_en	c_en	d_en	answer	explain_zh	explain_en	status	batch	reviewer	review_note
OSH-0970	OSH	OSH-36	營造安全衛生設施標準	第132條	民國115年6月30日	營造安全-模板支撐	2	模板支撐場撐基地週邊之排水及軟弱地盤處理，依規定應如何辦理？	應於豪大雨後停止一切作業並待地面自然乾燥；軟弱地盤應以增加支柱數量方式因應不必強化土壤承載力	應注意場撐基地週邊之排水，豪大雨後排水應宣洩流暢不得積水；農田路段或軟弱地盤應加強改善並強化支柱下之土壤承載力	應於基地週邊設置擋水牆使雨水滯留於基地內；農田路段得逕行於原地表立設支柱不必另行改善其土壤之承載力	應將基地週邊之排水導引至鄰地排放；農田路段及軟弱地盤應改採懸吊式模板施工不得設置落地之支撐	What are the drainage and soft ground rules for a formwork support base?	Stop all work after heavy rain and wait for the ground to dry; on soft ground simply add more props without strengthening bearing	Mind drainage around the base, keep it free draining and unponded after heavy rain; improve farmland or soft ground and strengthen bearing	Build a bund around the base so rainwater is retained inside; props may stand on farmland ground without improving bearing capacity	Divert drainage from the base onto adjoining land; on farmland and soft ground use suspended forms with no ground-borne props	b	第132條第6款、第7款：應注意場撐基地週邊之排水，豪大雨後排水應宣洩流暢，不得積水；農田路段或軟弱地盤應加強改善，並強化支柱下之土壤承載力。第133條並要求模板支撐組配、拆除作業應指派模板支撐作業主管於現場辦理法定事項。	Article 132(6)(7).	draft	11		
OSH-0971	OSH	OSH-36	營造安全衛生設施標準	第133條	民國115年6月30日	營造-模板支撐	2	模板支撐組配、拆除作業，應指派何種主管於作業現場辦理？	鋼構組配作業主管	擋土支撐作業主管	施工架組配作業主管	模板支撐作業主管	Assembly and dismantling of formwork supports requires which supervisor on site?	A steel erection supervisor	A shoring supervisor	A scaffold assembly supervisor	A formwork support work supervisor	d	第133條：模板支撐組配、拆除作業應指派模板支撐作業主管於作業現場決定作業方法、實施檢點、監督防護具使用、確認設備有效狀況、管制人員進入。	Article 133: a formwork support work supervisor to decide methods, inspect, supervise PPE, confirm safety equipment and control entry.	draft	2		
OSH-0972	OSH	OSH-36	營造安全衛生設施標準	第134條	民國115年6月30日	營造安全-模板支撐	2	以一般鋼管為模板支撐之支柱時，其水平繫條及上端支承之規定為何？	高度每隔二公尺內應設足夠強度之縱向橫向水平繫條並與牆柱橋墩妥實連結；上端支以梁或軌枕時應置鋼製頂板或托架	高度不論多寡均不必設置水平繫條僅須加大支柱管徑；上端支以梁或軌枕時應以砂漿填實支柱與貫材間縫隙	高度每隔五公尺內設置水平繫條即可且不必與構造物連結；上端支以梁或軌枕時得以木楔填塞於支柱與貫材之間隙	高度每隔十公尺內設置水平繫條並以鐵線捆綁固定即可；上端支以梁或軌枕時應以鋼筋穿過支柱頂端並焊接固定	What are the horizontal tie and top bearing rules for ordinary steel tube props in formwork supports?	Longitudinal and transverse ties within every 2 m of height tied to walls, columns or piers; a steel head plate or bracket fixing the bearer on top	No ties are needed at any height provided the tube diameter is enlarged; mortar packed into all gaps between prop and bearer on top	Ties within every 5 m of height suffice without tying to any structure; wedges may be driven into the gap between prop and bearer on top	Ties within every 10 m of height lashed with steel wire; a bar passed through the prop head and welded to the bearer on top	a	第134條：以一般鋼管為模板支撐之支柱時，高度每隔二公尺內應設置足夠強度之縱向、橫向之水平繫條，並與牆、柱、橋墩等構造物或穩固之牆模、柱模等妥實連結，以防止支柱移位；上端支以梁或軌枕等貫材時，應置鋼製頂板或托架，並將貫材固定其上。	Article 134.	draft	11		
OSH-0973	OSH	OSH-36	營造安全衛生設施標準	第135條	民國115年6月30日	營造-模板支撐	3	以可調鋼管支柱為模板支撐之支柱時，下列何者正確？	可調鋼管支柱得連接使用以增加高度；連接處以鋼筋插銷固定即可	調整高度得以鋼筋替代制式插銷；高度超過五公尺者始需設水平繫條	可調鋼管支柱不得連接使用；高度超過三點五公尺者每隔二公尺內設水平繫條	可調鋼管支柱高度在七公尺以下者；均免設縱向及橫向水平繫條	When adjustable steel pipe props are used as formwork supports, which is correct?	Props may be joined end-to-end to gain height, fixed with rebar pins at the joint	Rebar may replace the standard adjustment pin; bracing only when over 5 m high	Props must not be joined end-to-end; over 3.5 m high, horizontal bracing every 2 m	Props up to 7 m high need no longitudinal or transverse horizontal bracing	c	第135條：可調鋼管支柱不得連接使用；高度超過三點五公尺者，每隔二公尺內設置縱向、橫向水平繫條並與構造物連結；調整高度應以制式金屬附屬配件為之，不得以鋼筋等替代；上端支以貫材時應置鋼製頂板或托架。	Article 135: no end-to-end joining; over 3.5 m, longitudinal and transverse horizontal ties within every 2 m connected to the structure; adjust only with standard metal fittings, never rebar; steel head plates under beams.	draft	2		
OSH-0974	OSH	OSH-36	營造安全衛生設施標準	第136條	民國115年6月30日	營造安全-模板支撐	3	以鋼管施工架為模板支撐之支柱時，關於交叉斜撐材與水平繫條之規定為何？	鋼管架間應以鐵線斜向拉結替代斜撐材；於底層及每隔二層以內之架面方向設水平繫條並捆綁於鄰近之鋼筋	鋼管架間應全面焊接成為整體構架；於最上層設置一道水平繫條即可，其餘各層得於拆除前再行補設繫條	鋼管架間應設置交叉斜撐材；於最上層及每隔五層以內之側面架面及每隔五架以內，應設水平繫條並與構造物連結	鋼管架間得免設交叉斜撐材；於最上層及每隔十層以內之模板支撐側面設置水平繫條即可且不必與構造物連結	What are the cross brace and horizontal tie rules for steel tube scaffold props in formwork supports?	Wire diagonals may replace cross braces; ties at the bottom and within every two layers, lashed by wire to nearby reinforcing bars	Frames must be welded into one unit; a single tie at the top layer suffices and other ties may be added before dismantling	Cross braces between frames; ties of adequate strength at the top layer and within every five layers and five frames, tied to the structure	Cross braces may be omitted; ties at the top layer and within every ten layers on the side face suffice without tying to any structure	c	第136條：以鋼管施工架為模板支撐之支柱時，鋼管架間應設置交叉斜撐材；於最上層及每隔五層以內，模板支撐之側面、架面及每隔五架以內之交叉斜撐材面方向，應設置足夠強度之水平繫條，並與牆、柱、橋墩等構造物或穩固之牆模、柱模等妥實連結，以防止支柱移位。	Article 136.	draft	11		
OSH-0975	OSH	OSH-36	營造安全衛生設施標準	第136條	民國115年6月30日	營造安全-模板支撐	2	以鋼管施工架為模板支撐之支柱時，其支撐底部及上端支承應如何辦理？	支撐底部得直接置於未整平之原地面上；上端支以梁或軌枕等貫材時得以磚塊或木塊墊高調整至所需之高度	支撐底部應加設彈簧墊以吸收澆置時之衝擊；上端支以梁或軌枕等貫材時應保留二公分以上之伸縮縫不得固定	支撐底部應以可調型基腳座鈑調整在同一水平面；上端支以梁或軌枕等貫材時應置鋼製頂板或托架並將貫材固定其上	支撐底部應埋入地面五十公分以上並灌注混凝土；上端支以梁或軌枕等貫材時應以鐵線捆綁三處以上加以固定	How must the base and top bearing of steel tube scaffold formwork props be arranged?	The base may sit directly on unlevelled ground; bricks or timber blocks may be used on top to pack up to the needed height	Add spring pads at the base to absorb pouring impact; leave a movement joint over 2 cm at the top without fixing the bearer	Level the base to one plane with adjustable base plates; place a steel head plate or bracket on top and fix the bearer to it	Embed the base at least 50 cm into the ground with concrete; lash the bearer at three or more points with steel wire on top	c	第136條第4款、第5款：上端支以梁或軌枕等貫材時，應置鋼製頂板或托架，並將貫材固定其上；支撐底部應以可調型基腳座鈑調整在同一水平面。第132條並規範支柱基礎應挖除表土軟弱土層、回填夯實並鋪築混凝土層等。	Article 136(4)(5).	draft	11		
OSH-0976	OSH	OSH-36	營造安全衛生設施標準	第137條	民國115年6月30日	營造安全-模板支撐	2	以型鋼之組合鋼柱為模板支撐之支柱時，水平繫條之設置規定為何？	支柱高度超過二公尺者，應每隔二公尺內設置足夠強度之縱向、橫向水平繫條，並以鐵線捆綁於鄰近之鋼筋上	支柱高度不論多寡，均應每隔一公尺設置足夠強度之縱向、橫向水平繫條，並應於繫條上加設交叉斜撐材補強	支柱高度超過十公尺者，應每隔十公尺內設置足夠強度之縱向、橫向水平繫條，並得不必與任何構造物連結固定	支柱高度超過四公尺者，應每隔四公尺內設置足夠強度之縱向、橫向水平繫條，並與牆柱橋墩等構造物妥實連結	What horizontal tie rule applies to built-up section steel columns as formwork support props?	Where the prop exceeds 2 m in height, ties of adequate strength within every 2 m lashed by wire to nearby rebar	Whatever the height, ties of adequate strength every 1 m, with cross bracing added on the ties as reinforcement	Where the prop exceeds 10 m in height, ties of adequate strength within every 10 m without tying to any structure	Where the prop exceeds 4 m in height, ties of adequate strength within every 4 m tied to walls, columns or piers	d	第137條：以型鋼之組合鋼柱為模板支撐之支柱時，支柱高度超過四公尺者，應每隔四公尺內設置足夠強度之縱向、橫向之水平繫條，並與牆、柱、橋墩等構造物或穩固之牆模、柱模等妥實連結，以防止支柱移位；上端支以梁或軌枕等貫材時，應置鋼製頂板或托架並將貫材固定其上。	Article 137.	draft	11		
OSH-0977	OSH	OSH-36	營造安全衛生設施標準	第138條	民國115年6月30日	營造-模板支撐	3	以木材為模板支撐之支柱時，每一支柱最多僅能有幾處接頭？每根支柱之淨高不得超過多少公尺？	不限；六公尺	三處；五公尺	一處；四公尺	二處；三公尺	Timber formwork props may have at most how many joints per prop, and a clear height not exceeding:	Unlimited; 6 m	3; 5 m	1 joint; 4 m	2; 3 m	c	第138條：木材以連接方式使用時，每一支柱最多僅能有一處接頭，對接時應以二個以上牽引板固定；每根支柱之淨高不得超過四公尺；木材支柱最小斷面積應大於三十一點五平方公分；每二公尺內設水平繫條。	Article 138: at most one joint per prop (butt joints fixed with two or more cleats); clear height not over 4 m; minimum section over 31.5 cm²; horizontal ties every 2 m.	draft	2		
OSH-0978	OSH	OSH-36	營造安全衛生設施標準	第139條	民國115年6月30日	營造安全-模板支撐	2	模板支撐以梁支持時，依規定應辦理之事項為何？	應將梁之一端固定另一端保持自由以利伸縮；梁與梁之間應保持淨距二公尺以上不設繫條	應將梁直接置放於支撐物上以摩擦力固定即可；梁與梁之間應以砂漿填塞使其結合為整體	應將梁以鋼索懸吊於上層樓板結構之下方；梁與梁之間應加設彈性墊片以吸收澆置振動	應將梁之兩端固定於支撐物以防止滑落及脫落；並於梁與梁之間設置繫條以防止橫向移動	What applies where formwork supports are carried on beams?	Fix one beam end and leave the other free for movement, with beams at least 2 m clear apart and no ties between	Rest beams directly on the supports relying on friction, and pack mortar between beams to unite them into one	Suspend the beams by wire ropes below the slab above, and add elastic pads between beams to absorb vibration	Fix both beam ends to the supports against slipping and dropping, and set ties between beams against lateral movement	d	第139條：雇主對模板支撐以梁支持時，應將梁之兩端固定於支撐物，以防止滑落及脫落；於梁與梁之間設置繫條，以防止橫向移動。第138條則規範以木材為支柱時之接頭、淨高及最小斷面積等要求。	Article 139.	draft	11		
OSH-0979	OSH	OSH-36	營造安全衛生設施標準	第140條	民國115年6月30日	營造安全-混凝土作業	2	置有容積一立方公尺以上漏斗之混凝土拌合機，依規定應設置何種設施？	應有防止漏斗溢流之感測器、自動停機裝置與液位顯示儀表	應有防止人體自開口處捲入之防護裝置、清掃裝置與護欄	應有防止機體傾倒之地錨、避雷裝置與緊急停止之拉繩開關	應有防止骨材飛濺之擋板、集塵裝置與噪音防制之隔音罩	What must be fitted to a concrete mixer with a hopper of 1 m³ or more?	Overflow sensors for the hopper, an automatic shutdown device and a level indicator gauge	Guards preventing a person being drawn in at the opening, a cleaning device and a guardrail	Ground anchors against toppling, lightning protection and an emergency stop pull-cord switch	Splash boards against aggregate, a dust collector and an acoustic enclosure against noise	b	第140條：雇主對於置有容積一立方公尺以上之漏斗之混凝土拌合機，應有防止人體自開口處捲入之防護裝置、清掃裝置與護欄。第143條並要求以泵輸送混凝土作業時攪拌器攪刀之護蓋不得開啟。	Article 140.	draft	11		
OSH-0980	OSH	OSH-36	營造安全衛生設施標準	第141條	民國115年6月30日	營造安全-混凝土作業	2	支撐混凝土輸送管之固定架設計，應考慮哪些因素？輸送管管端及彎曲處應如何處理？	固定架之設計應考慮荷重及振動之影響；輸送管之管端及彎曲處應妥善固定	固定架之設計應考慮成本及工期之影響；輸送管之管端及彎曲處應每日拆卸後清洗	固定架之設計應考慮風速及雨量之影響；輸送管之管端及彎曲處應以帆布加以包覆	固定架之設計應考慮日照及溫度之影響；輸送管之管端及彎曲處應保持自由伸縮	What must the design of concrete delivery pipe support frames consider, and how are pipe ends and bends handled?	The design must consider load and vibration effects; pipe ends and bends must be properly fixed	The design must consider cost and schedule; pipe ends and bends must be removed and washed daily	The design must consider wind speed and rainfall; pipe ends and bends must be wrapped in canvas	The design must consider sunlight and temperature; pipe ends and bends must be left free to move	a	第141條：雇主對於支撐混凝土輸送管之固定架之設計，應考慮荷重及振動之影響；輸送管之管端及彎曲處應妥善固定。第142條並禁止勞工位於混凝土輸送管下方作業，且以泵輸送時輸送管與接頭應有適當強度。	Article 141.	draft	11		
OSH-0981	OSH	OSH-36	營造安全衛生設施標準	第142條	民國115年6月30日	營造-鋼筋混凝土	3	混凝土澆置作業使用起重機具吊運混凝土桶時，其擺動夾角不得超過幾度？	二十度	六十度	三十度	四十度	When hoisting concrete buckets with a crane, the swing angle shall not exceed:	20°	60°	30°	40°	d	第142條第5款：混凝土桶之載重量不得超過容許限度，其擺動夾角不得超過四十度；禁止勞工乘坐於混凝土澆置桶上及位於輸送管下方作業；吊運桶下方禁止人員進入。	Article 142(5): swing angle not over 40°; no riding on buckets or working under delivery pipes; no one beneath hoisted buckets.	draft	2		
OSH-0982	OSH	OSH-36	營造安全衛生設施標準	第143條	民國115年6月30日	營造安全-混凝土作業	2	以泵輸送混凝土作業前及作業中，依規定應如何辦理？	作業前應確認輸送管長度不超過五十公尺；作業時應每三十分鐘停機拆管清洗一次	作業前應確認泵送車已完成年度檢驗；作業時應由勞工以手持工具伸入攪拌器攪動	作業前應確認水泥出廠日期及配比設計；作業時攪拌器護蓋得視需要隨時開啟清理	作業前應確認攪拌器及輸送管接頭狀況良好；作業時攪拌器攪刀之護蓋不得開啟	What applies before and during pumped concrete delivery?	Confirm the pipe run is under fifty metres beforehand; stop and dismantle the pipe for washing every thirty minutes	Confirm the pump truck has passed annual testing; workers may reach into the agitator with hand tools during work	Confirm the cement date and mix design beforehand; the agitator cover may be opened for cleaning whenever needed	Confirm the agitator and pipe joints are sound beforehand; the agitator blade cover may not be opened during work	d	第143條：雇主對於以泵輸送混凝土作業前，應確認攪拌器及輸送管接頭狀況良好，作業時攪拌器攪刀之護蓋不得開啟。第142條第11款並要求以泵輸送混凝土時，其輸送管與接頭應有適當強度以防混凝土噴濺及物體飛落。	Article 143.	draft	11		
OSH-0983	OSH	OSH-36	營造安全衛生設施標準	第144條	民國115年6月30日	營造安全-模板吊運	3	模板之吊運，依規定應辦理之事項為何？	使用起重機吊運應限制每次吊運一片模板；吊運垂直模板時應加掛配重塊以維持水平；吊升模板時下方應鋪設安全網即可准許作業	使用起重機吊運得以鐵線捆綁替代索具；吊運垂直模板時應先放鬆吊索使模板自行找到平衡位置；吊升模板時下方應派人扶持導引就位	使用起重機吊運應由信號人員以口哨指揮；吊運垂直模板時應以人力於高處拉住模板一端；吊升模板時下方得於警示後准許人員通行	使用起重機或索道吊運應以足夠強度之索具捆紮牢固並事前檢查缺陷；吊運垂直模板未設妥支撐受力處前不得放鬆吊索；吊升模板時下方不得有人員進入	What applies to hoisting formwork?	Only one panel may be hoisted at a time; counterweights keep it level while hoisting; a safety net below allows work to go on beneath	Wire may replace slings for hoisting; slacken the sling first so the panel finds its own balance; have someone below guide it into place	A signaller directs by whistle; workers hold one end of the panel by hand at height; people may pass below once they have been warned	Lash securely with adequate slings and check them for defects beforehand; do not slacken until supports are set; keep people from below	d	第144條：模板之吊運應依下列規定辦理：使用起重機或索道吊運時應以足夠強度之鋼索、纖維索或尼龍繩索捆紮牢固，吊運前應檢查吊掛索具不得有影響強度之缺陷，且所吊物件已確實掛妥；吊運垂直模板或將模板吊於高處時，在未設妥支撐受力處或安放妥當前不得放鬆吊索；吊升模板時其下方不得有人員進入；放置模板材料之地點其下方支撐強度須事先確認結構安全。	Article 144.	draft	11		
OSH-0984	OSH	OSH-36	營造安全衛生設施標準	第145條	民國115年6月30日	營造安全-模板拆除	1	拆除模板時，對於拆下之模板物料，雇主應如何處理？	應將該模板物料於拆除後妥為整理堆放	應將該模板物料於拆除後就地焚燒銷毀	應將該模板物料於拆除後堆置於樓梯間	應將該模板物料於拆除後立即運離工地	How must formwork materials be dealt with after stripping?	They must be properly sorted and stacked after being stripped	They must be burnt and destroyed on the spot after being stripped	They must be stacked inside the stairwell after being stripped	They must be hauled away from the site immediately after stripping	a	第145條：雇主於拆除模板時，應將該模板物料於拆除後妥為整理堆放。第7條並要求模板拆除後應採取拔除或釘入凸出之鐵釘、鐵條等防護措施。	Article 145.	draft	11		
OSH-0985	OSH	OSH-36	營造安全衛生設施標準	第146條	民國115年6月30日	營造安全-混凝土作業	2	拆除模板後之部分結構物施工，以及新澆置樓板上繼續澆置上層樓板時，應如何辦理？	應限制堆載重量在每平方公尺一百公斤以下；新澆置樓板上繼續澆置上層樓板時應間隔三十日以上始得施工	得由工地主任依經驗決定堆載位置及數量；新澆置樓板上繼續澆置上層樓板時僅須確認混凝土已初凝即可施作	應報請監造單位核准後始得堆載任何物料；新澆置樓板上繼續澆置上層樓板時應於樓板下方全面鋪設安全網	非經專人之周詳設計考慮不得荷載超過設計規定之容許荷重；新澆置樓板上繼續澆置上層樓板時應充分考慮該新置樓板之受力荷重	What applies to work on partly stripped structures and to pouring an upper slab on a newly cast slab?	Loading is limited to 100 kg per square metre; at least thirty days must pass before the upper slab may be poured on the new slab	The site agent may decide loading positions and amounts by experience; only initial set of the new slab need be confirmed before pouring	The supervising unit must approve before any material is stacked; a safety net must be spread under the whole slab before pouring above	No loading beyond the design allowable load without a specialist's careful design; the new slab's load capacity must be fully considered	d	第146條：雇主對於拆除模板後之部分結構物施工時，非經由專人之周詳設計、考慮，不得荷載超過設計規定之容許荷重；新澆置之樓板上繼續澆置其上層樓板之混凝土時，應充分考慮該新置樓板之受力荷重。第147條並規範拆模時間應確認構造物已達安全強度。	Article 146.	draft	11		
OSH-0986	OSH	OSH-36	營造安全衛生設施標準	第147條	民國115年6月30日	營造安全-模板拆除	2	雇主應依哪些因素確認構造物已達到安全強度之拆模時間？	應依模板之材質與周轉次數、拆模工人之人數、起重機具之調度及運輸車輛之排班等因素確認	應依契約工期、承攬商之進度壓力、模板租金負擔及後續工項之銜接需求等因素綜合考量後確認	應依構造物之物質、形狀、混凝土之強度及其試驗結果、構造物上方之工作情形及當地氣候之情況確認	應依主管機關公告之統一拆模日程表確認，各類構造物均以澆置後滿七日為法定拆模之時間	On what factors must the safe stripping time of formwork be confirmed?	The formwork material and reuse count, the number of stripping workers, crane availability and haulage truck scheduling	The contract schedule, the contractor's progress pressure, formwork rental cost and the need to start the following trades	The material and shape of the structure, concrete strength and test results, work above the structure, and local weather conditions	A uniform stripping timetable announced by the authority, under which seven days after pouring is the legal time for all	c	第147條：雇主應依構造物之物質、形狀、混凝土之強度及其試驗結果、構造物上方之工作情形及當地氣候之情況，確認構造物已達到安全強度之拆模時間，方得拆除模板。第146條並要求拆模後之結構物不得荷載超過設計容許荷重。	Article 147.	draft	11		
OSH-0987	OSH	OSH-36	營造安全衛生設施標準	第148條	民國115年6月30日	營造-鋼構	3	鋼構吊運長度超過多少公尺之構架時，應在二端以拉索捆紮拉緊？使用多少公尺以上長跨度格柵梁時應安裝臨時構件？	八公尺；十五公尺	三公尺；六公尺	六公尺；十二公尺	五公尺；十公尺	Steel members longer than what require tag lines at both ends when hoisted, and long-span joists of what length require temporary members before releasing the hoist?	8 m; 15 m	3 m; 6 m	6 m; 12 m	5 m; 10 m	c	第148條：吊運長度超過六公尺之構架應在適當距離之二端以拉索捆紮拉緊；鋼梁於最後安裝吊索鬆放前，二端腹鈑接頭應有二個以上螺栓裝妥；使用十二公尺以上長跨度格柵梁或桁架時於鬆放吊索前應安裝臨時構件。	Article 148: members over 6 m need tag lines at both ends; beams need at least two bolts at each web connection before releasing; joists or trusses 12 m or longer need temporary bracing before releasing the hoist.	draft	2		
OSH-0988	OSH	OSH-36	營造安全衛生設施標準	第149條	民國115年6月30日	營造-鋼構	3	營造標準第149條所定應指派鋼構組配作業主管之「鋼構」，其範圍包括高度在多少公尺以上之鋼構建築物？橋梁跨距多少公尺以上之金屬橋梁上部結構？	三公尺；二十公尺	七公尺；二十五公尺	五公尺；三十公尺	十公尺；五十公尺	The 'steel structures' requiring a steel erection supervisor under Article 149 include steel buildings of at least what height, and metal bridge superstructures of at least what span?	3 m; 20 m	7 m; 25 m	5 m; 30 m	10 m; 50 m	c	第149條：鋼構範圍包括高度五公尺以上之鋼構建築物、高度五公尺以上之鐵塔或金屬煙囪、高度五公尺以上或跨距三十公尺以上之金屬橋梁上部結構、塔式起重機、人字臂起重桿、室外升降機升降路塔、金屬施工構臺。	Article 149: steel buildings ≥5 m, towers or chimneys ≥5 m, metal bridge superstructures ≥5 m high or ≥30 m span, tower cranes, derricks, exterior hoist towers and metal work platforms.	draft	2		
OSH-0989	OSH	OSH-36	營造安全衛生設施標準	第149條之1	民國115年6月30日	營造安全-鋼構組配	2	進行鋼構組配作業前，雇主應擬訂之作業計畫應包括哪些事項？	勞工薪資結構及加班規定、伙食及住宿安排、工地福利設施配置、勞工保險與健康保險之投保紀錄	鄰近道路交通維持計畫、噪音振動監測計畫、廢棄物清運計畫、空氣污染防制設施之設置與維護	工程進度網圖及要徑分析、鋼材採購訂單及交期、吊裝機具租賃契約、鋼構廠之品質管理系統驗證文件	安全作業方法及標準作業程序、防止構材及組配件飛落或倒塌之方法、防止勞工墜落之設備及設置方法、人員進出作業區之管制	What must the work plan for steel structure erection contain?	Wage structure and overtime rules, catering and accommodation, welfare facility layout, labour and health insurance enrolment records	Traffic maintenance plan for nearby roads, noise and vibration monitoring, waste haulage plan, air pollution control facilities upkeep	Progress network and critical path, steel purchase orders and delivery dates, crane hire contracts, the fabricator's quality certification	Safe work methods and standard procedures, ways to prevent members falling or collapsing, fall protection and its installation, entry control	d	第149條之1：雇主進行鋼構組配作業前，應擬訂包括下列事項之作業計畫並使勞工遵循：一、安全作業方法及標準作業程序；二、防止構材及其組配件飛落或倒塌之方法；三、設置能防止作業勞工發生墜落之設備及其設置方法；四、人員進出作業區之管制。並應於勞工作業前將計畫內容使勞工確實知悉。	Article 149-1.	draft	11		
OSH-0990	OSH	OSH-36	營造安全衛生設施標準	第150條	民國115年6月30日	營造-鋼構	3	鋼構組配進行組合時，於最高永久性樓板上組合之骨架，不得超過幾層？	十層	八層	四層	六層	During steel erection, the frame assembled above the highest permanent floor shall not exceed how many stories?	10	8	4	6	b	第150條：應逐次構築永久性之樓板，於最高永久性樓板上組合之骨架不得超過八層（設計已考慮整體安全性者除外）。第152條：地面或最高永久性樓板層上不得有超過四層樓以上之鋼構尚未鉚接、熔接或螺栓緊者。	Article 150: not more than 8 stories above the highest permanent floor (unless overall stability is designed for); Article 152: no more than 4 stories of steel may remain unriveted, unwelded or unbolted.	draft	2		
OSH-0991	OSH	OSH-36	營造安全衛生設施標準	第151條	民國115年6月30日	營造-鋼構	3	不適於舖設臨時性構臺之鋼構建築，未使用施工架而落距差超過幾層樓或多少公尺以上者，應張設安全網？	一層樓或三公尺	四層樓或十五公尺	二層樓或七點五公尺	三層樓或十公尺	For steel buildings without temporary decks or scaffolds, safety nets are required when the potential fall exceeds:	1 story or 3 m	4 stories or 15 m	2 stories or 7.5 m	3 stories or 10 m	c	第151條第2款：落距差超過二層樓或七點五公尺以上者應張設安全網，其下方應有足夠淨空；安全網使用前須確認已實施耐衝擊試驗。第3款：鋼梁正下方二層樓或七點五公尺高度內應安裝密實舖板。	Article 151(2): nets when the fall distance exceeds 2 stories or 7.5 m, with adequate clearance below and impact testing verified; item 3: solid decking within 2 stories or 7.5 m below beams being worked on.	draft	2		
OSH-0992	OSH	OSH-36	營造安全衛生設施標準	第152條	民國115年6月30日	營造安全-鋼構組配	2	鋼構之組配，地面或最高永久性樓板層上，尚未鉚接、熔接或螺栓緊之鋼構層數限制為何？	不得有超過八層樓以上之鋼構尚未鉚接、熔接或螺栓緊	不得有超過二十層樓以上之鋼構尚未鉚接、熔接或螺栓緊	不得有超過十二層樓以上之鋼構尚未鉚接、熔接或螺栓緊	不得有超過四層樓以上之鋼構尚未鉚接、熔接或螺栓緊	How many storeys of steel frame may remain unriveted, unwelded or unbolted above ground or the top permanent floor?	Not more than eight storeys of steel frame may remain unriveted, unwelded or unbolted	Not more than twenty storeys of steel frame may remain unriveted, unwelded or unbolted	Not more than twelve storeys of steel frame may remain unriveted, unwelded or unbolted	Not more than four storeys of steel frame may remain unriveted, unwelded or unbolted	d	第152條：雇主對於鋼構之組配，地面或最高永久性樓板層上，不得有超過四層樓以上之鋼構尚未鉚接、熔接或螺栓緊者。第150條並定明於最高永久性樓板上組合之骨架不得超過八層（設計上已考慮整體安全性者除外）。	Article 152.	draft	11		
OSH-0993	OSH	OSH-36	營造安全衛生設施標準	第153條	民國115年6月30日	營造安全-鋼構組配	3	鋼構組配作業之焊接、栓接、鉚接作業，關於工具與作業位置之規定為何？	敲出栓桿衝梢時應於下方張掛帆布承接；撞擊栓緊板手應由二人共同操作以策安全；於人員通路上方施作應於夜間無人時段實施作業	敲出栓桿衝梢時得以徒手直接拍落於下方地面；撞擊栓緊板手得以鐵線纏繞替代鎖緊裝置；於人員通路上方施作時僅須口頭告知通行者注意	敲出栓桿衝梢時應先以磁鐵吸附再行敲擊；撞擊栓緊板手應每日以潤滑油浸泡保養；於可燃物堆集場所附近施作應加派人員以水管待命	敲出栓桿衝梢或鉚釘頭時應採適當方法及工具防止飛落；撞擊栓緊板手應有防止套座滑出之鎖緊裝置；不得於人員通路上方或可燃物堆集場所附近施作	What tool and location rules apply to welding, bolting and riveting in steel erection?	Hang canvas below to catch driven-out pins; impact wrenches must be worked by two people; work above walkways only at night when nobody is about	Pins may be knocked out by hand to the ground below; wire may replace the retaining lock on impact wrenches; warn passers-by orally when working above	Pins should be held with a magnet before striking; impact wrenches should be soaked in oil daily; keep a hose crew standing by near combustibles	Use proper methods and tools when driving out pins or rivet heads; impact wrenches need a socket retaining lock; no work above walkways or near combustibles	d	第153條：於敲出栓桿、衝梢或鉚釘頭時應採取適當之方法及工具以防止其任意飛落；撞擊栓緊板手應有防止套座滑出之鎖緊裝置；不得於人員、通路上方或可燃物堆集場所之附近從事焊接、栓接、鉚接工作，但已採取防風防火架、火花承接盒、防火毯或其他適當措施者不在此限。	Article 153.	draft	11		
