ENV-0447	ENV	ENV-26	空氣污染防制專責單位或專責人員設置及管理辦法	第2條	民國108年8月6日	空污專責-類別	2	空氣污染防制專責人員分為哪兩類？空氣污染防制專責人員又分為哪兩級？	固定污染源專責人員及移動污染源專責人員；第一級及第二級	室內空氣品質專責人員及噪音防制專責人員；初級及進階級	空氣污染防制專責人員及廢水處理專責人員；高級及初級	空氣污染防制專責人員及健康風險評估專責人員；甲級及乙級	Air pollution control dedicated personnel fall into which two categories, and air pollution control personnel are further graded as:	Stationary source personnel and mobile source personnel; Level 1 and Level 2	Indoor air quality personnel and noise control personnel; basic and advanced	Air pollution control personnel and wastewater treatment personnel; senior and junior	Air pollution control personnel and health risk assessment personnel; Class A and Class B	d	第2條：專責人員指空氣污染防制專責人員及健康風險評估專責人員，應由經中央主管機關訓練合格取得合格證書者擔任。第3條：空氣污染防制專責人員分甲級及乙級；設置等級依空污法第34條公告事項；專責單位至少應包括甲級二人及乙級一人。第4條：同一處所得與廢（污）水處理專責單位合併設置，具雙重資格者得互兼。	Articles 2–4; a dedicated unit needs at least two Class A and one Class B personnel.	active	8		
ENV-2654	ENV	ENV-55	事業廢棄物清理計畫書審查管理辦法	第9條、第11條	民國114年7月10日	清理計畫書-有效期限	3	事業廢棄物清理計畫書之有效期限為幾年？展延應於何時申請？審核機關受理新設變更展延應於幾日內完成審查？	五年（首次依附表或公告方式收受不同廢棄物再利用者三年）；屆滿前四至六個月；四十五日內，得延長四十五日	五年（首次依附表或公告方式收受不同廢棄物再利用者亦五年）；屆滿前一至二個月；二十五日內，得延長二十五日	十年（首次依附表或公告方式收受不同廢棄物再利用者五年）；屆滿前六至九個月；六十日內，得延長六十日	三年（首次依附表或公告方式收受不同廢棄物再利用者二年）；屆滿前二至三個月；三十日內，得延長三十日	A waste disposal plan is valid for, extension must be applied for, and review of new or amended plans is completed within:	5 years (3 years for first-time reuse of new waste types under listed methods); 4 to 6 months before expiry; 45 days, extendable by 45	5 years (also 5 years for first-time reuse of new waste types under listed methods); 1 to 2 months before expiry; 25 days, extendable by 25	10 years (5 years for first-time reuse of new waste types under listed methods); 6 to 9 months before expiry; 60 days, extendable by 60	3 years (2 years for first-time reuse of new waste types under listed methods); 2 to 3 months before expiry; 30 days, extendable by 30	a	第9條：有效期限五年，首次依中央目的事業主管機關或中央主管機關再利用管理辦法附表或公告管理方式收受不同事業廢棄物再利用者三年；屆滿後繼續營運應於屆滿前四個月至六個月申請展延，每次五年（再利用者三年以上五年以下）；期限內辦理變更者自核准日重新起算；有第16條情形或一年內無再利用業務者得縮減至未滿三年。第11條：新設新提重提變更展延應通知七日內繳審查費並於四十五日內完成審查，必要時延長四十五日；異動二十五日內（得延長二十五日）；補正以三次為限總日數不超過三十日。第11條之2：固體再生燃料原料用途須經書面審查現場勘查及試運轉三階段，試運轉不超過二個月展延一次不超過一個月。	Articles 9, 11 and 11-2.	active	8		
ENV-2665	ENV	ENV-55	事業廢棄物清理計畫書審查管理辦法	第16條	民國114年7月10日	清理計畫書-撤銷廢止	3	指定公告事業有何情形，地方主管機關得移請審核機關撤銷或廢止其事業廢棄物清理計畫書？	違反同一規定一年內經二次限期改善仍違反、非法棄置有害事業廢棄物、未依核准計畫書清理嚴重污染環境、明知不實而申請申報或文書虛偽記載	逾期繳納審查費達二次、未參加主管機關舉辦之公開說明會、未於期限內更新負責人聯絡電話、廠區配置圖未依規定比例尺繪製	變更負責人未於三十日內申報、廢棄物數量減少逾百分之十未辦理異動、未設置廢棄物貯存區告示牌、未按季申報廢棄物產出量	三年內經一次書面警告、一般事業廢棄物委託未取得再利用許可之機構、未依規定保存遞送聯單一年、專責人員請假累計逾三十日	A waste disposal plan may be revoked when the enterprise:	Keeps violating the same rule after two correction orders within a year, illegally dumps hazardous waste, seriously pollutes by ignoring the approved plan, or knowingly files false applications or records	Pays the review fee late twice, fails to attend the authority's public briefing sessions, does not update the owner's contact number in time, or draws the site layout without the required scale	Fails to report a change of owner within 30 days, files no alteration when waste volume falls by over 10%, lacks a signboard at the waste storage area, or misses the quarterly waste output declarations	Receives one written warning within three years, entrusts general industrial waste to an organization without a reuse permit, keeps delivery manifests for under a year, or has staff on leave over 30 days	a	第16條：違反第6條第9條或第13條同一規定一年內經二次限期改善仍繼續違反、非法棄置有害事業廢棄物、未依核准之清理計畫書貯存清除處理再利用嚴重污染環境、明知不實而申請申報不實或文書虛偽記載、其他情節重大者，得移請審核機關撤銷或廢止；許可登記執照經撤銷廢止註銷者計畫書失效；撤銷廢止或失效後應停止營運，廠內未清理廢棄物依主管機關指示辦理並自行負擔費用。第13條：應依核准之計畫書進行貯存清除處理再利用輸出入。第15條：遷廠停歇業破產清理完畢後應申請解除列管。	Articles 13–16.	active	8		
ENV-0097	ENV	ENV-63	環境影響評估法施行細則	第6條	民國115年2月5日	環評細則-不良影響	2	環境影響評估法第5條所稱「不良影響」，係指開發行為有下列何種情形？	未取得建造執照即行施工、未召開地方居民公開說明會、未於新聞紙刊登公告周知、未於說明書提出替代方案、未依規定繳納審查費用	超過工程預算或施工期程延宕、施工廠商財務困難周轉不靈、承包商未投保營造工程保險、施工人員未受安全衛生訓練、工地未依規定設置圍籬	引起水空氣土壤污染噪音振動惡臭廢棄物毒性物質地盤下陷或輻射公害、危害自然資源合理利用、破壞自然景觀或生態、破壞社會文化或經濟環境	增加地方政府財政稅收負擔、影響鄰近土地及房屋交易價格、改變當地居民通勤路線及時間、降低周邊商圈營業額、變更都市計畫分區使用管制	'Adverse impact' under Article 5 of the Environmental Impact Assessment Act means development that:	Starts construction without a building permit, holds no public briefing for local residents, publishes no announcement in the newspapers, offers no alternatives in the statement, or fails to pay the review fees as required	Exceeds the construction budget or delays the schedule, involves contractors in financial difficulty, lacks construction insurance taken out by the contractor, uses workers without safety training, or has no site fencing as required	Causes water, air or soil pollution, noise, vibration, odor, waste, toxic substances, subsidence or radiation, harms rational use of natural resources, or damages landscapes, ecology, or social, cultural and economic environments	Increases local government fiscal and tax burdens, affects transaction prices of neighboring land and housing, changes residents' commuting routes and times, reduces turnover of nearby business districts, or alters zoning controls	c	第6條：不良影響指引起水污染空氣污染土壤污染噪音振動惡臭廢棄物毒性物質污染地盤下陷或輻射污染公害現象、危害自然資源之合理利用、破壞自然景觀或生態環境、破壞社會文化或經濟環境、其他經中央主管機關公告者。第7條：開發單位指從事開發行為之自然人法人團體等。第8條：規劃指可行性研究先期作業準備申請許可等階段。第11條：環境影響說明書於開發審議或許可申請階段提出。第5條之1：委員會組織規程應含利益迴避，地方政府為開發單位時其機關委員應全數迴避。	Articles 5-1 to 11.	active	8		
ENV-0113	ENV	ENV-63	環境影響評估法施行細則	第19條	民國115年2月5日	環評細則-第二階段	3	環評法第8條所稱「對環境有重大影響之虞」應繼續進行第二階段環評，係指下列何種情形？	屬附表二所列開發行為經委員會審查認定，或經審查認定與周圍計畫顯著衝突、對環境資源保育類物種國民健康或他國環境有顯著不利影響、逾越環境品質標準、眾多居民遷移等	屬附表三所列開發行為經目的事業主管機關認定，或開發面積逾一公頃、投資金額逾新臺幣十億元、施工期程逾三年、位於直轄市轄區、由外國企業投資興辦等	屬經地方民意代表要求審查之開發行為，或經民眾連署達一千人、經媒體報導引起社會關注、經環保團體陳情、經開發單位主動申請、經鄉鎮公所決議等	屬目的事業主管機關未提出政策說明之開發行為，或開發單位補正逾期、審查費未繳納、說明書未附替代方案、公開說明會出席人數不足、範疇界定未完成等	'Likely to have significant environmental impact' requiring a second-stage EIA means:	Projects listed in Appendix 2 as determined by the committee, or projects found to conflict with surrounding plans, significantly harm resources, protected species, public health or other countries' environments, exceed quality standards, or displace many residents	Projects listed in Appendix 3 as determined by the competent industry authority, or projects over one hectare in area, over NT$1 billion in investment, longer than three years in construction, located within a municipality, or funded by foreign enterprises	Projects that local councilors ask to be reviewed, or projects petitioned by 1,000 signatures, reported by the media and drawing public attention, protested by environmental groups, voluntarily applied for by the developer, or resolved by a township office	Projects for which the industry authority filed no policy environmental statement, or projects with overdue corrections, unpaid review fees, no alternatives offered in the statement, poorly attended public briefings, or scoping that has not yet been completed	a	第19條：對環境有重大影響之虞指依環評法第5條應實施環評且屬附表二所列開發行為經委員會審查認定，或不屬附表二但經審查認定與周圍相關計畫顯著不利衝突不相容、對環境資源或特性顯著不利影響、對保育類或珍貴稀有動植物棲息顯著不利影響、使當地環境顯著逾越環境品質標準或超過涵容能力、對眾多居民遷移權益或少數民族傳統生活方式顯著不利影響、對國民健康或安全顯著不利影響、對其他國家環境顯著不利影響、其他經主管機關認定；開發單位得於第一階段審查結論作成前書面自願進行第二階段。第16條：情形特殊指規模龐大影響廣泛或爭議性高非短時間能完成審查。第43條：審查結論分通過、有條件通過、應繼續第二階段、認定不應開發等。	Articles 16, 19 and 43.	active	8		
ENV-0117	ENV	ENV-63	環境影響評估法施行細則	第22條	民國115年2月5日	環評細則-公開說明會	3	開發單位舉行公開說明會，應於幾日前刊載新聞紙及公布於指定網站並通知有關機關？說明會後幾日內應作成紀錄函送並公布？	十日前刊載及通知，會後四十五日內作成紀錄函送並公布於指定網站至少三十日	三十日前刊載及通知，會後十五日內作成紀錄函送並公布於指定網站至少七日	十五日前刊載及通知，會後六十日內作成紀錄函送並公布於指定網站至少十四日	七日前刊載及通知，會後三十日內作成紀錄函送並公布於指定網站至少六十日	Public briefings on a development must be announced in newspapers, online and to relevant agencies how many days ahead, and minutes must be sent and posted within:	10 days ahead; minutes within 45 days, posted online for at least 30 days	30 days ahead; minutes within 15 days, posted online for at least 7 days	15 days ahead; minutes within 60 days, posted online for at least 14 days	7 days ahead; minutes within 30 days, posted online for at least 60 days	a	第20條：適當地點指鄉鎮市區公所及村里辦公室、毗鄰公所、附近學校寺廟教堂市集、五百公尺內公共道路路側、其他認可處所，應擇五處以上陳列揭示並公布於指定網站至少三十日。第21條：刊載新聞紙應連續三日以上。第22條：公開說明會應於十日前將時間地點方式名稱場所刊載新聞紙及公布指定網站，並於適當地點公告及通知有關機關、當地及毗鄰公所、民意機關、村里長；會後四十五日內作成紀錄函送並公布至少三十日。第22條之1：範疇界定資料公布至少十四日，範疇界定會議七日前公布，完成後三十日內公布。第26條：公聽會十日前通知並公布至舉行翌日，紀錄三十日內公布。第30條：審查結論公告陳列至少十五日或刊載新聞紙連續五日以上。	Articles 20–22-1, 26 and 30.	active	8		
ENV-0142	ENV	ENV-63	環境影響評估法施行細則	第38條	民國115年2月5日	環評細則-重新辦理	3	開發單位變更原申請內容有下列何種情形，應就變更部分重新辦理環境影響評估？	計畫產能規模縮減或路線縮短百分之十以上、環保設施調整位置但未涉及承受水體變更、環境監測計畫項目變更、既有設備汰舊換新而產能不變	計畫產能規模擴增或路線延伸百分之十以上、土地使用變更涉及保護區綠帶緩衝區、降低環保設施處理等級或效率、對影響範圍內環境有加重影響之虞	開發基地內非環保設施局部調整位置、因天然災害辦理復原重建、法規容許誤差範圍內之變更、依環保法規修正公告之檢測方法執行檢測	提升環保設施處理等級或效率、於原開發基地範圍內降低產能規模、經主管機關認定對環境品質不生負面影響、變更開發單位名稱或地址	Changes to an approved development that require a new EIA for the changed part include:	Reducing planned capacity or shortening routes by 10% or more, relocating environmental facilities without changing the receiving water body, changing items in the environmental monitoring plan, or replacing old equipment at unchanged capacity	Expanding capacity or scale or extending routes by 10% or more, land-use changes affecting protected zones or green buffers, lowering treatment level or efficiency of environmental facilities, or aggravating impacts within the affected area	Locally repositioning non-environmental facilities within the development site, carrying out reconstruction after natural disasters, making changes within legally permitted tolerances, or testing by methods newly announced under amended laws	Raising the treatment level or efficiency of environmental facilities, reducing production capacity within the original development site, changes the authority deems to cause no negative effect on quality, or changing the developer's name	b	第36條：變更原申請內容指第6條第2項第1、4、5、8款或第11條第2項第1、4、5、8、10至12款內容變更；非環保設施局部調整位置、災害復原重建、法規容許誤差、依環保法規修正執行檢測方法、原基地內產能規模降低、提升環保設施等級效率、經認定不生負面影響者僅需備查。第37條：無須重新環評者提出環境影響差異分析報告，環保設施調整位置或功能、既有設備改變製程汰舊換新產能提升未達百分之十且污染總量未增加、環境監測計畫變更等得檢附變更內容對照表。第38條：產能規模擴增或路線延伸百分之十以上、土地使用變更涉及保護區綠帶緩衝區、降低環保設施處理等級或效率、對影響範圍內生活自然社會環境或保護對象有加重影響之虞、對環境品質維護有不利影響者應重新環評（第1、2款經主管機關及目的事業主管機關同意者除外）；完成並取得營運許可後規模擴增仍應依第5條實施環評。	Articles 36–38.	active	8		
ENV-3643	ENV	ENV-67	毒性及關注化學物質管理法施行細則	第10條	民國108年9月3日	毒化細則-緊急防治措施	3	毒化法第41條所稱事故發生時運作人應採取之「緊急防治措施」，包括下列何者？	立即向保險公司申報理賠並保存事故現場影像紀錄、通知工會及員工家屬到場、暫停所有生產線並遣散現場作業人員、等待主管機關到場指示	停止一切化學物質之輸入及販賣業務、註銷相關許可證及登記文件、將剩餘物質全部退回原供應商、關閉運作場所六個月以上並解僱人員	足以即時控制毒性或具危害性關注化學物質大量流布使其回復常態之污染防治措施、中止引起事故之部分或全部運作、減輕或防堵危害擴大之措施	一小時內向中央主管機關提出書面事故調查報告、召開記者會對外說明、對周邊居民發放慰問金、委託第三方機構進行環境監測三個月	'Emergency control measures' an operator must take when a toxic chemical incident occurs include:	Immediately filing an insurance claim while preserving video records of the incident site, notifying the labor union and employees' families to come, halting all production lines and dismissing the on-site workers, and awaiting the authority's instructions	Stopping all import and sales operations of chemical substances, cancelling the relevant permits and registration documents, returning all remaining substances to the original supplier, and closing the site for at least six months with layoffs	Pollution controls that immediately contain large releases of toxic or hazardous concerned chemicals and restore normal operation, halting the operations causing the incident in part or whole, and measures that mitigate or block the spread of harm	Submitting a written incident investigation report to the central authority within one hour, holding a press conference to explain the incident, paying condolence money to nearby residents, and commissioning three months of third-party monitoring	c	第2條：製造指調配加工合成分裝（自行使用時之調配加工分裝除外）。第3條：運送指以車輛船舶航空器載運裝卸。第9條：事故涉及二以上直轄市縣市由中央指定主管機關，運作人報知得僅向其中之一為之。第10條：緊急防治措施指足以即時控制毒性或指定公告具危害性關注化學物質大量流布使回復常態運作之污染防治措施、中止引起事故之部分或全部運作、減輕或防堵危害擴大之措施、其他主管機關規定之應變事項。第11條：必要時指已採措施仍未減輕防堵或未採措施情況急迫。第5、7條：停止運作指結束部分或全部運作，中止運作指中斷製造輸入販賣使用貯存。第8條：郵購及電子購物指廣播電視電話網際網路等不特定對象交易。	Articles 2–11.	active	8		
ENV-3654	ENV	ENV-68	毒性及關注化學物質危害預防及應變計畫作業辦法	第2條	民國109年10月21日	毒化應變計畫-應製作者	2	何種運作人應製作廠（場）危害預防及應變計畫？何者應製作運送危害預防及應變計畫？	任一場所內運作任何數量第一類毒性化學物質之製造輸入販賣使用貯存運作人；以車輛運送任何數量毒性化學物質之駕駛人及其僱用人	同一場所內運作二種以上第一類毒性化學物質之製造使用貯存運作人；跨越二以上直轄市縣市轄區運送第三類毒性化學物質之運送業者及駕駛人	任一場所內單一毒性或具危害性關注化學物質任一日運作總量達分級運作量之製造輸入販賣使用貯存運作人；自行或委託運送須申報一般運送表單之所有人	單一毒性化學物質年運作總量達一百公噸以上之製造及輸入運作人；自行或委託運送而未與受託運送人訂定書面契約之所有人及運送業者	Who must prepare a site hazard prevention and response plan, and who a transport plan?	Manufacturers, importers, sellers, users and storers handling any quantity whatsoever of Class 1 toxic chemicals at any single site on any given day; drivers who carry any quantity of toxic chemicals by road vehicle, together with the employers who hire them	Manufacturers, users and storers handling two or more Class 1 toxic chemicals at the same site on any given day; carriers and drivers that transport Class 3 toxic chemicals in bulk across the administrative boundaries of two or more municipalities or counties	Manufacturers, importers, sellers, users and storers whose daily quantity of a single toxic or hazardous concerned chemical at any site reaches the graded threshold; owners who transport, themselves or by contract, in cases requiring a general transport form	Manufacturers and importers whose annual operating total of a single toxic chemical reaches 100 tonnes or more at any site; owners and carriers who contract out transport without concluding a written contract in advance with the entrusted transporter	c	第2條：危害預防及應變計畫分廠（場）及運送二類；相關運作人指製造輸入販賣使用貯存及運送第一至三類毒化物及指定公告具危害性關注化學物質之運作人及所有人；製造輸入販賣使用貯存運作人任一場所內單一物質任一日運作總量達分級運作量者應製作廠（場）計畫；所有人自行或委託運送符合運送管理辦法須申報一般運送表單者應製作運送計畫；同一場所運作多種者合併製作。第6條：申請許可證登記文件核可文件前應檢送廠（場）計畫報請地方主管機關備查，所有人應檢送運送計畫備查並告知受託運送人納入契約。	Articles 2 and 6.	active	8		
ENV-3655	ENV	ENV-68	毒性及關注化學物質危害預防及應變計畫作業辦法	第3條	民國109年10月21日	毒化應變計畫-內容與演練	3	廠（場）危害預防及應變計畫之災害防救訓練演練，無預警測試每年至少幾次？整體演練每年至少幾次？運作人應每幾年檢討計畫內容？	無預警測試每季至少一次，整體演練每二年至少一次，每五年檢討計畫內容	無預警測試每年至少一次，整體演練每年至少二次，每三年檢討計畫內容	無預警測試每年至少二次，整體演練每年至少一次，每二年檢討計畫內容	無預警測試每年至少四次，整體演練每半年至少一次，每年檢討計畫內容	Under a site hazard prevention and response plan, unannounced tests must be held at least how often, full drills at least how often, and the plan reviewed every:	At least once a quarter, at least once every 2 years, and reviewed every 5 years	At least once a year, at least twice a year, and reviewed every 3 years	At least twice a year, at least once a year, and reviewed every 2 years	At least four times a year, at least once every half year, and reviewed every year	c	第3條：廠（場）計畫內容包括防災基本資料表、應變器材位置圖座落位置及敏感地區圖緊急疏散集結救援路線圖、危害預防（管理措施、事故預防、災害防救設備設施及第三類毒化物災害模擬分析、訓練演練教育宣導含無預警測試每年至少二次及整體演練每年至少一次、經費編列）、應變（指揮系統任務編組通報機制、警報發布、外部支援啟動、災害應變作為、人員搶救及災區隔離、環境復原、緊急疏散避難）。第4條：依附件計算商數大於一者另包含危害辨識控制失效後果消防防災緊急救護及場所外通報搶救復原疏散等，已提送製程安全評估報告或消防防護計畫者得代之。第7條：訓練演練紀錄保存三年；每二年檢討計畫；物質種類異動製程變更貯存方式容器變更運作總量變更致商數大於一者應於三十日內報請備查。第8條：發生事故應於半年內重新檢討報備。第9條：備查後十五日內隱匿個資公開於指定網站。	Articles 3–4 and 7–9.	active	8		
ENV-3667	ENV	ENV-69	毒性及關注化學物質專業技術管理人員設置及管理辦法	第3條	民國108年12月25日	毒化專技人員-級別	3	第一類至第三類毒性化學物質運作人設置專業技術管理人員之級別及人數規定為何？	單一物質任一日達一萬公噸或每年一百萬公噸以上者設甲級三人以上（含專職二人）；一千公噸以上未滿一萬公噸或每年九萬公噸以上者設乙級二人以上；達分級運作量未滿一千公噸者設丙級一人以上；單次公路運送氣體逾二十公斤液體逾五十公斤固體逾一百公斤者設甲級一人以上	單一物質任一日達一千公噸或每年二十萬公噸以上者設甲乙丙級各一人以上；三十公噸以上未滿一千公噸或每年五萬公噸以上者設乙級一人以上；達分級運作量未滿三十公噸者由廠務主管兼任；單次公路運送氣體逾十公斤液體逾二十公斤固體逾五十公斤者設丙級二人以上	單一物質任一日達一萬公噸或每年一百萬公噸以上者設甲乙級共二人以上（含甲級一人）；三百公噸以上未滿一萬公噸或每年九萬公噸以上者設甲級一人以上；達分級運作量未滿三百公噸者設乙級一人以上；單次公路運送氣體逾五十公斤液體逾一百公斤固體逾二百公斤者設丙級一人以上	單一物質任一日達五千公噸或每年五十萬公噸以上者設甲級二人以上（含主管一人）；一百公噸以上未滿五千公噸或每年八萬公噸以上者設甲級一人以上；達分級運作量未滿一百公噸者設丙級一人以上；單次公路運送氣體逾一百公斤液體逾二百公斤固體逾五百公斤者設乙級一人以上	Grades and numbers of professional technical managers required of Class 1–3 toxic chemical operators are:	10,000 t+ on any day or 1,000,000 t+/year: three or more Class A including two full-time; 1,000 t to under 10,000 t (or 90,000 t+/year): two or more Class B; graded threshold to under 1,000 t: one or more Class C; single road shipments over 20 kg gas, 50 kg liquid or 100 kg solid: one Class A	1,000 t+ on any day or 200,000 t+/year: one each of Class A, B and C; 30 t to under 1,000 t (or 50,000 t+/year): one or more Class B; graded threshold to under 30 t: the plant supervisor doubles as manager; single road shipments over 10 kg gas, 20 kg liquid or 50 kg solid: two or more Class C	10,000 t+ on any day or 1,000,000 t+/year: two or more Class A/B including one Class A; 300 t to under 10,000 t (or 90,000 t+/year): one or more Class A; graded threshold to under 300 t: one or more Class B; single road shipments over 50 kg gas, 100 kg liquid or 200 kg solid: one or more Class C	5,000 t+ on any day or 500,000 t+/year: two or more Class A including one supervisor; 100 t to under 5,000 t (or 80,000 t+/year): one or more Class A; graded threshold to under 100 t: one or more Class C; single road shipments over 100 kg gas, 200 kg liquid or 500 kg solid: one or more Class B	c	第2條：專業技術管理人員分甲乙丙級，由中央主管機關訓練合格取得證書者擔任。第3條：單一物質製造使用貯存任一日達一萬公噸以上或每年達一百萬公噸以上者設甲乙級共二人以上其中至少一人甲級；任一日三百公噸以上未滿一萬公噸或每年九萬公噸以上未滿一百萬公噸者設甲級一人以上；任一日達分級運作量以上未滿三百公噸者設乙級一人以上；單次公路運送常溫常壓氣體逾五十公斤液體逾一百公斤固體逾二百公斤者設丙級一人以上；得由較高級別者為之，同時符合者依最高級別設置。第6條：應常駐專職；運作第一二類液體未滿十公噸固體未滿三百公噸者廠務主管或負責人得兼任乙級，得兼任丙級。第10、11條：離職異動代理不超過三個月（非離職者經核准可延至六個月）。	Articles 2–3, 6, 10–11.	active	8		
ENV-3676	ENV	ENV-69	毒性及關注化學物質專業技術管理人員設置及管理辦法	第12條	民國108年12月25日	毒化專技人員-業務	2	甲、乙級毒化物專業技術管理人員應執行之業務為何？丙級？	依法辦理毒化物許可證之申請展延及變更並繳納規費、辦理鄰近居民之溝通協調說明及損害補償、負責事故責任保險之投保及理賠申請；丙級負責運送路線之規劃並向警察及消防機關報備並通知沿線里辦公處	依法製作運作及釋放量紀錄定期申報並保存、辦理容器包裝場所設施之毒性警語污染防制標示並備具安全資料表、其他製造使用貯存之污染防制及危害預防；丙級管理運送車輛即時追蹤系統並監督駕駛人隨車文件安全裝備及運送工具標示	每月向主管機關申報產品銷售量及庫存量並保存紀錄五年、辦理員工特殊健康檢查及作業環境監測並建檔備查、訂定消防防護計畫並每年辦理實地演練；丙級負責化學物質之採購驗收入庫及倉儲管理並登記存量	每年編製環境會計報告並對外公開揭露、辦理化學物質之進口報關及委外檢驗分析並建檔、負責廢棄物委託清理契約之簽訂及查核並保存；丙級負責運送車輛之定期保養維修及安全檢查並保存里程紀錄及油耗資料	Class A and B toxic chemical technical managers are responsible for, and Class C managers for:	Applying for the renewal and amendment of toxic chemical permits and paying the fees, coordinating with, explaining to and compensating nearby residents, and arranging accident liability insurance and claims; Class C plans transport routes, files them with the police authority and notifies the village offices along the whole route	Keeping and periodically reporting operation and release records, managing containers, packaging, sites and facilities with toxicity warnings and pollution control labels plus safety data sheets, and other prevention duties; Class C keeps vehicle tracking systems running and supervises drivers' documents, safety gear and vehicle markings	Reporting monthly product sales volumes to the authority and keeping the records for five years, arranging special employee health examinations and workplace environment monitoring with files, and drafting fire protection plans with annual drills; Class C handles purchasing, acceptance, warehousing and stock records of chemicals	Preparing annual environmental accounting reports for public disclosure, handling customs clearance and outsourced testing and analysis of chemicals, and signing and auditing the contracts for entrusted waste disposal; Class C arranges periodic maintenance and repair of transport vehicles and keeps mileage and fuel consumption records	b	第12條：甲乙級應依毒化法第9條及第26條就運作及釋放量製作紀錄定期申報並保存、依第17條及第27條辦理容器包裝運作場所及設施之管理並標示毒性警語及污染防制事項並備具安全資料表置於易取得處、其他製造使用貯存之污染防制及危害預防工作；兼有運送而未設丙級者由甲乙級辦理丙級業務。第13條：丙級管理運送車輛依第40條裝置之即時追蹤系統維持正常操作、監督運送駕駛人隨車攜帶文件備具安全裝備及懸掛黏貼運送工具標示、其他運送之污染防制及危害預防。第14、15條：運作人違反者依第59條第10款處罰，人員違反第8條或一年內二次未製作申報紀錄未標示未監督者依第62條處罰。	Articles 12–15.	active	8		
ENV-3369	ENV	ENV-77	土壤及地下水污染整治法施行細則	第10條	民國99年12月31日	土污細則-場址公告	2	主管機關公告土壤地下水污染控制場址或整治場址時，公告內容應包括哪些？	土地所有人之身分證字號及戶籍地址、場址建物登記謄本、污染行為人之犯罪紀錄、整治基金支出明細、地方民意代表及居民代表之書面意見	污染行為人之資本額及股東名冊、場址土地公告現值、鄰近學校醫院清單、污染物之市場價格、預定整治廠商名稱及整治經費概算與預定完工日期	污染行為人姓名或名稱、場址名稱、場址地址地號位置或座標、場址現況概述、污染物及污染情形（控制場址列污染範圍，整治場址另列初步評估結果）	污染行為人之營業項目及員工人數、場址都市計畫分區、環評審查結論全文、污染物毒性當量換算表、監測井鑽探公司名稱費用及施工期程	When announcing a soil or groundwater control or remediation site, the announcement must include:	The landowner's ID number and household registration address, building registration transcripts for the site, the polluter's criminal record, remediation fund expenditure details, and local residents' written opinions	The polluter's capital and shareholder roster, the announced land value of the site, a list of nearby schools and hospitals, market prices of the pollutants, and the planned remediation contractor with its budget	The polluter's name, site name, address/parcel/location or coordinates, current status, and pollutants and pollution status (extent for control sites, extent plus preliminary assessment for remediation sites)	The polluter's business items and headcount, the urban planning zoning of the site, the full text of the EIA conclusion, toxic equivalent conversion tables, and the drilling company's name, fees and schedule	c	第3條：追查污染責任應調查土地類別使用產權、清查污染來源、保存證明文件、依相關法令處理並通知農業衛生水利等機關。第7條：變更經營者指經營主體異動，不含負責人代表人股東變更。第8條：地下水污染來源明確指依查證調查可判斷造成污染之物質或位置。第10條：公告內容為污染行為人姓名或名稱（未查明前得不記載）、場址名稱（得以事業名稱地址地號地標表示）、場址地址地號位置或座標、現況概述、污染物及污染情形（控制場址列污染範圍，整治場址列污染範圍及初步評估結果）、其他重要事項。第12條：囑託土地登記機關登載並得併同禁止處分登記。	Articles 3–12.	active	8		
