id	law_group	law_id	law	article	law_version	category	difficulty	q_zh	a_zh	b_zh	c_zh	d_zh	q_en	a_en	b_en	c_en	d_en	answer	explain_zh	explain_en	status	batch	reviewer	review_note
ENV-2858	ENV	ENV-62	資源回收再利用法施行細則	第17條	民國92年8月27日	資源回收-按日處罰	3	按日連續處罰之停止日應如何認定？	經查驗認定補正或改善完成者以次月一日為停止日；經命歇業者自處分書送達後三十日停止	經查驗認定補正或改善完成者以暫停日為停止日；經命停工停業或歇業者自該日起停止處罰	經查驗認定補正或改善完成者以查驗日為停止日；經命停工停業或歇業者仍應繼續按日處罰	經查驗認定補正或改善完成者以文件送達日為停止日；經命停工停業者自復業日起停止處罰	How is the stop date of a daily continuous penalty determined?	Where inspection confirms completion, the first of the next month is the stop date; where closure is ordered, it stops thirty days after service	Where inspection confirms completion, the suspension date is the stop date; where work or business is ordered to cease, the penalty stops from that day	Where inspection confirms completion, the inspection date is the stop date; where work or business is ordered to cease, the daily penalty still continues	Where inspection confirms completion, the date of service is the stop date; where work is ordered to cease, the penalty stops from the resumption day	b	第17條第1款：檢齊完成補正或改善之證明文件送達處分機關後，經查驗認定補正或改善完成者，以暫停日為停止日。第2款：經處分機關依法命其停工、停業或歇業者，自其停工、停業或歇業日起，停止按日連續處罰。第18條並規定復工復業前應報經處分機關審查核准。	Article 17 makes the suspension date the stop date on confirmed completion, and stops the penalty from an ordered cessation.	draft	9		
ENV-2859	ENV	ENV-62	資源回收再利用法施行細則	第18條	民國92年8月27日	資源回收-復工復業	1	事業經處分機關命其停工或停業者，應如何始得復工、復業？	應於復工、復業前向目的事業主管機關報備並取得同意函，無須再經原處分機關審查核准	得於停工、停業屆滿三個月後逕行復工、復業，並於復業日起十日內通報處分機關知悉即可	應於復工、復業後三十日內檢具完成補正或改善證明文件向處分機關報請備查，即可繼續營運	應於復工、復業前檢具完成補正或改善證明文件向處分機關申請，經審查核准後始得復工、復業	How may an enterprise ordered to suspend work or business resume operations?	Before resuming, report to the industry competent authority and obtain its consent letter without the agency's approval	Resume freely three months after the suspension began, notifying the disposition agency within ten days of resumption	Within thirty days after resuming, file the completion documents with the disposition agency for recordation and continue	Before resuming, file the completion documents with the disposition agency and resume only after its review and approval	d	第18條：事業經處分機關依本法規定命其停工或停業者，應於復工、復業前，檢具完成補正或改善證明文件或經處分機關指定之文件，向處分機關申請；經處分機關審查核准後，始得復工、復業。第17條第2款並規定經命停工、停業或歇業者，自該日起停止按日連續處罰。	Article 18 requires prior application to and approval by the disposition agency before resuming work or business.	draft	9		
ENV-2860	ENV	ENV-62	資源回收再利用法施行細則	第19條	民國92年8月27日	資源回收-施行	1	本細則之施行日期規定為何？	本細則自發布後六個月施行	本細則自發布日施行	本細則自發布後一年起施行	本細則自發布後三個月施行	When do these Enforcement Rules take effect?	These Enforcement Rules take effect six months after promulgation	These Enforcement Rules take effect on the date of promulgation	These Enforcement Rules take effect one year after their promulgation	These Enforcement Rules take effect three months after promulgation	b	第19條：本細則自發布日施行。本細則修正日期為民國九十二年八月二十七日，其後未再修正，故現行條文即自該發布日起施行。	Article 19 provides that the Rules take effect on the date of promulgation.	draft	9		
ENV-2861	ENV	ENV-12	營建剩餘土石方處理方案	伍、經費籌措	民國113年5月15日	土石方-經費分擔	2	政府機關設置收容處理場所及建立資訊服務中心所需經費，其各級政府分擔比例為何？	規劃費由地方議會編列預算支應；土地、工程費由需用之工程主辦機關全額負擔，中央不得補助；營運管理費應由使用之承造人及承包廠商按比例分攤	規劃費由中央酌予補助地方政府；土地、工程費原則由地方政府自行籌編或協調工程主辦機關配合，必要時中央得專案補助；營運管理費由地方自行籌編或開放民間經營	規劃費由收容處理場所業者自行負擔；土地、工程費由土地所有人無償提供，政府不予補助；營運管理費由資源回收管理基金專款支應	規劃費及土地工程費均由中央主管機關全額補助，地方政府無須負擔任何費用；營運管理費亦由中央按年編列預算全額支應，不得開放民間經營	How are the costs of government receiving sites and the information service centre shared between levels of government?	The local council budgets planning costs; the requiring works agency bears all land and works costs with no central subsidy; operating costs are shared between builders and contractors	The central authority partly subsidizes planning costs; land and works costs are budgeted locally or shared with the works agency; operating costs are budgeted locally or privately run	The site operator bears planning costs; landowners provide land and works free with no government subsidy; operating costs come from the resource recycling management fund	The central authority fully funds planning, land and works costs with no local burden; operating costs are also fully budgeted centrally each year and private operation is not allowed	b	伍、經費籌措：政府機關設置收容處理場所及建立營建剩餘土石方資訊服務中心及交換網路系統，所需之規劃、工程及營運管理等費用之各級政府分擔比例如下：一、規劃費：由中央主管機關酌予補助直轄市、縣（市）政府。二、土地、工程及營運管理費：土地、工程費原則上由直轄市、縣（市）政府自行籌編，或協調需用之工程主辦機關配合部分經費，必要時中央得專案予以補助；至於營運管理費由各該直轄市、縣（市）政府自行籌編或開放民間經營，必要時中央得酌予補助。	Part 5, items 1 and 2.	draft	10		
ENV-2862	ENV	ENV-12	營建剩餘土石方處理方案	參、剩餘土石方處理方針	民國113年5月15日	土石方-建築工程流向	3	建築工程剩餘土石方之流向證明文件應如何取得？公有建築工程之監督責任由何人負責？	應由承造人於工程竣工後併同使用執照申請一併補辦流向證明文件；公有建築工程之監督責任由中央主管機關委託之顧問機構負責查核	應由收容處理場所於收受土石方時逕行核發流向證明文件；公有建築工程之監督責任由直轄市、縣（市）政府派員全程駐點監督並負完全責任	應由承造人或使用人於實際產出前，將擬送往收容處理場所之地址名稱報直轄市、縣（市）政府備查後核發流向證明文件；公有建築工程委託監造時由建築師負責監督	應由清運業者於載運後七日內檢具磅單向工程主辦機關申請補發流向證明文件；公有建築工程之監督責任由承造人自行指派工地主任負責並列入工程契約	How is the flow certificate for building works surplus soil obtained, and who supervises public building works?	The builder applies for the certificate together with the occupancy permit after completion; for public building works a consultancy commissioned centrally carries out the checks	The receiving site issues the flow certificate itself on accepting the soil; for public building works the municipal or county government stations staff on site throughout and bears full responsibility	The builder or user files the receiving site's address and name with the local government before spoil is produced, and the certificate then issues; for public works the supervising architect is responsible	The hauler applies to the works authority with weighbridge tickets within seven days of haulage; for public building works the builder appoints a site manager under the contract	c	參、一、（二）：建築工程應由承造人或使用人於工地實際產出剩餘土石方前，將擬送往之收容處理場所之地址及名稱報直轄市、縣（市）政府備查後，據以核發剩餘土石方流向證明文件。（三）：公有建築工程主辦機關於委託建築師辦理監造時，應依建築師法第18條第4款規定，由建築師負責監督剩餘土石方進入實際收容處理場所並納入委託契約書。（四）並規定清運業者應先核對內容及流向證明文件後運往指定場所處理。	Part 3, item 1, subitems 2 to 4.	draft	10		
ENV-2863	ENV	ENV-12	營建剩餘土石方處理方案	參、剩餘土石方處理方針	民國113年5月15日	土石方-申報查核	3	直轄市、縣（市）政府應督促承造人於何時、向何單位申報剩餘土石方？並於何時核對申報資料？	應督促承造人於工程竣工後三十日內，一次性向中央主管機關申報全部土石方流向，並於竣工後六個月內完成核對作業	應督促承造人於出土期間之每季結束前，以書面向工程主辦機關申報種類及數量，並於每季結束後三十日內核對其提報之紙本資料	應督促承造人於每次清運前逐車向鄉（鎮、市）公所申報車號及數量，並於每次清運完成後即時核對過磅紀錄	應督促承造人於出土期間每月底前，按流向證明文件製作統計月報表向資訊服務中心申報種類、數量及去處，並於每月五日前核對其申報資料	When and to whom must builders report surplus soil, and when are the returns checked?	Builders must report all flows once to the central authority within thirty days of completion, and checking finishes within six months of completion	Builders must report type and quantity in writing to the works authority by the end of each quarter, and the government checks the paper returns within thirty days after each quarter	Builders must report vehicle numbers and quantities to the township office before each trip, and weighbridge records are checked immediately after each haul	Builders file a monthly return of type, quantity and destination with the information service centre by each month end during excavation, and the government checks that data by the fifth	d	參、一、（六）：直轄市、縣（市）政府應督促承造人於出土期間之每月底前，按運送剩餘土石方流向證明文件製作統計月報表逕向營建剩餘土石方資訊服務中心（資訊服務中心）申報剩餘土石方種類、數量及去處，並於每月五日前核對資訊服務中心之申報資料；如有運至公共工程之工地處理者，並副知工程主辦（管）單位。如發現流向及數量與核准內容不一致時，應通知承造人說明釐清並將處理結果副知收容處理場所所在地之直轄市、縣（市）政府。	Part 3, item 1, subitem 6.	draft	10		
ENV-2864	ENV	ENV-12	營建剩餘土石方處理方案	參、剩餘土石方處理方針	民國113年5月15日	土石方-違規棄置	2	違規棄置建築工程剩餘土石方者，直轄市、縣（市）政府應如何處置？逾期未清除者依何規定辦理？	應逕行沒入其清運機具並移送法院拍賣抵充清除費用；逾期未清除者得依廢棄物清理法第四十六條規定移送司法機關偵辦	應通知土地所有人自費清除並回復原狀；逾期未清除者得依土地法第二十五條規定逕行徵收該筆土地供公共使用	應勒令承造人按規定限期清除違規現場回復原土地使用目的與功能；逾期未清除回復原使用目的與功能者，得依建築法第五十八條規定勒令停工	應處以新臺幣六萬元以上三十萬元以下罰鍰並公布姓名；逾期未清除者得依區域計畫法第二十一條規定廢止其建造執照	How must local government deal with illegal dumping of building works surplus soil, and what follows if it is not cleared?	It must confiscate the haulage equipment and have the court auction it to meet clearance costs; failing that it may refer the case for prosecution under Article 46 of the Waste Disposal Act	It must require the landowner to clear and restore at his own cost; failing that it may expropriate the land for public use under Article 25 of the Land Act	It must order the builder to clear the site and restore the original land use and function within a set period; failing that it may order work stopped under Article 58 of the Building Act	It must impose a fine of NT$60,000 to NT$300,000 and publish the name; failing that it may revoke the building permit under Article 21 of the Regional Plan Act	c	參、一、（十）：違規棄置建築工程剩餘土石方者，應由直轄市、縣（市）政府勒令承造人按規定限期清除違規現場回復原土地使用目的與功能，逾期未清除回復原使用目的與功能者，得依建築法第58條規定勒令停工。參、二、（九）則就公共工程承包廠商未依處理計畫辦理或違規棄置者，規定由工程主辦機關按契約規定扣帳、停止估驗、限期清除違規現場回復原土地使用目的與功能，並移請直轄市、縣（市）政府依規定查處。	Part 3, item 1, subitem 10, with item 2, subitem 9.	draft	10		
ENV-2865	ENV	ENV-12	營建剩餘土石方處理方案	參、剩餘土石方處理方針	民國113年5月15日	土石方-公共工程規劃	3	公共工程主辦機關編擬新興公共工程計畫時應提出何項規劃？工程預期總出土量達多少者應評估設置收容處理場所？	應提出土石方交換撮合計畫及運輸路線圖，並於辦理規劃設計時力求縮短運距；工程預期總出土量達十萬立方公尺以上者，應評估自行設置、審查或特約收容處理場所	應提出環境影響評估報告及水土保持計畫，並於辦理規劃設計時力求全面填海造地；工程預期總出土量達一百萬立方公尺以上者，應評估自行設置收容處理場所	應提出剩餘土石方買賣契約及價格分析，並於辦理規劃設計時力求提高外運比例；工程預期總出土量達二十萬立方公尺以上者，應評估委託民間設置收容處理場所	應提出剩餘土石方先期規劃構想及經費概估，並於辦理規劃設計時力求挖填土石方之平衡及減量；工程預期總出土量達五十萬立方公尺以上者，應評估自行設置、審查或特約收容處理場所	What planning must public works agencies provide, and at what excavation volume must receiving sites be assessed?	A soil exchange matching plan and haulage route map, seeking shorter hauls at the design stage; where total excavation reaches 100,000 cubic metres, it must assess its own, reviewed or contracted sites	An environmental impact report and soil conservation plan, seeking full sea reclamation at the design stage; where total excavation reaches 1,000,000 cubic metres, it must assess its own sites	A surplus soil sales contract and price analysis, seeking a higher export ratio at the design stage; where total excavation reaches 200,000 cubic metres, it must assess privately built sites	A preliminary surplus soil plan and cost estimate, seeking cut-and-fill balance at the design stage; where total excavation reaches 500,000 cubic metres, the agency must assess its own or contracted sites	d	參、二、（一）：公共工程主辦機關編擬新興公共工程計畫時，應提出剩餘土石方先期規劃構想及經費概估，並於辦理規劃設計時，應力求挖填土石方之平衡及減量，並對收容處理方式應有整體評估及規劃；工程預期總出土量達五十萬立方公尺以上者，公共工程主辦機關應評估自行設置、審查或特約收容處理場所。（二）並規定規劃設計時如有剩餘或不足土石方，應依公共工程及公有建築工程營建剩餘土石方交換利用作業要點申報工程資訊辦理撮合交換。	Part 3, item 2, subitems 1 and 2.	draft	10		
ENV-2866	ENV	ENV-12	營建剩餘土石方處理方案	參、剩餘土石方處理方針	民國113年5月15日	土石方-公共工程申報	2	公共工程主辦機關應於招標文件及契約書規定承包廠商於何時上網申報？主辦機關應於何時上網查核？	應規定承包廠商於每季結束後十五日內上網申報累計數量；工程主辦機關應於每半年終了後三十日內上網查核	應規定承包廠商於工程驗收前一次上網申報全部流向資料；工程主辦機關應於驗收完成後六十日內上網查核	應規定承包廠商於出土期間之每月底前上網申報剩餘土石方流向或來源及種類、數量；工程主辦機關應於次月五日前上網查核	應規定承包廠商於每次清運後二十四小時內上網申報車次及數量；工程主辦機關應於每週結束前上網查核並簽章確認	When must contractors file online under the tender documents, and when must the works agency check?	Contractors must file cumulative quantities online within fifteen days after each quarter; the agency must check online within thirty days after each half year	Contractors must file all flow data online once before acceptance; the agency must check online within sixty days after acceptance is completed	Contractors file surplus soil flows or sources, types and quantities online by each month end during excavation; the works agency checks by the fifth of the next month	Contractors must file trip counts and quantities online within twenty-four hours of each haul; the agency must check and sign off online by the end of each week	c	參、二、（五）：公共工程主辦機關應於工程招標文件及契約書規定承包廠商於出土期間之每月底前上網申報剩餘土石方流向或剩餘土石方來源及種類、數量，工程主辦機關應於次月五日前上網查核。承包廠商並應依工程主辦機關規定將剩餘土石方處理紀錄表定期逕送工程主辦機關備查，並由工程主辦機關副知收容處理場所之直轄市、縣（市）政府。（八）並規定主辦機關於承包廠商請領工程估驗款計價時應抽查流向證明文件與核准之餘土處理計畫是否相符。	Part 3, item 2, subitems 5 and 8.	draft	10		
ENV-2867	ENV	ENV-12	營建剩餘土石方處理方案	參、剩餘土石方處理方針	民國113年5月15日	土石方-緊急防災	2	緊急性防災救險工程產生之剩餘土石方，其處理及堆置有何特別規定？	應優先辦理填海造地並由內政部統一調度，其處置地點及數量應經地方議會決議同意後始得執行相關清運及堆置作業	應一律運往合法土資場處理而不得設置任何緊急堆置場所，其處置地點及數量應報請中央主管機關核准後始得辦理清運作業	除優先提供建築、公共及民間工程回收再利用外，其緊急堆置場所不受肆、收容處理場所設置與管理方針之限制，處置地點及數量應副知當地政府	得由施工廠商自行選定地點堆置並免除一切申報義務，其處置地點及數量無須通知任何機關，俟工程結束後再行補辦手續	What special rules apply to surplus soil from emergency disaster prevention and rescue works?	It must go first to sea reclamation centrally dispatched by the Ministry of the Interior, with the location and quantity needing a local council resolution	It must all go to a lawful stockpiling site with no emergency site allowed, and the location and quantity need central approval before haulage may begin	It goes first to building, public and private works for reuse; emergency stockpiling sites are exempt from the Part 4 rules, with details sent to the local government	The contractor may choose a stockpiling location freely and is exempt from all reporting, notifying no agency and completing formalities after the works end	c	參、二、（十二）：緊急性防災救險工程產生之剩餘土石方，除優先提供相關建築工程、公共工程及其他民間工程回收再利用外，其剩餘土石方處理所需緊急堆置場所，不受本方案肆、收容處理場所設置與管理方針各項規定之限制，其處置地點及數量應副知當地之直轄市、縣（市）政府，以利查核管理。（十三）並就民間參與投資之公共建設計畫定有補充規定機制，得由該計畫主辦（管）機關會商相關政府機關後訂定並報內政部備查。	Part 3, item 2, subitems 12 and 13.	draft	10		
ENV-2868	ENV	ENV-12	營建剩餘土石方處理方案	參、剩餘土石方處理方針	民國113年5月15日	土石方-即時追蹤	2	營建剩餘土石方清除機具就即時追蹤系統負有何種義務？其設備規格及管理事項依何機關規定辦理？	應裝置載重感測器並連線至工程主辦機關，且經工程主辦機關同意後始得清運；其設備規格及管理等事項，依行政院公共工程委員會規定辦理	應裝置即時追蹤系統並維持正常運作，且經審驗通過後始得清運；其機具種類、設備規格、審驗及管理等，依內政部國土管理署所定規定辦理	應裝置全球定位系統並每日回傳軌跡，且經環保機關備查後始得清運；其設備規格及管理等事項，依環境部所定規定辦理	應裝置行車紀錄器並保存影像三年，且經監理機關檢驗合格後始得清運；其設備規格及管理等事項，依交通部公路主管機關所定規定辦理	What duty applies to haulage equipment regarding real-time tracking, and whose rules govern the specifications?	It must have load sensors linked to the works agency and obtain its consent before hauling; specifications and management follow the Public Construction Commission's rules	It must have a working real-time tracking system and pass verification before hauling; equipment types, specifications and management follow the National Land Management Agency's rules	It must have GPS transmitting tracks daily and be filed with the environmental agency before hauling; specifications and management follow the Ministry of Environment's rules	It must have a driving recorder keeping footage three years and pass vehicle inspection before hauling; specifications and management follow the highway authority's rules	b	參、一、（十二）及參、二、（十四）均規定：營建剩餘土石方清除機具應裝置即時追蹤系統並維持正常運作，且經審驗通過後始得清運；其清除機具種類、即時追蹤系統設備規格、審驗、運作方式、管理及其他應遵行事項，依內政部國土管理署所定規定辦理。參、一、（八）及參、二、（八）另規定經同意裝置具有逐車追蹤流向功能之設備據以管制流向者，得免辦理抽查剩餘土石方處理紀錄或餘土流向抽查。	Part 3, item 1, subitem 12 and item 2, subitem 14, with subitem 8 of each.	draft	10		
ENV-2869	ENV	ENV-12	營建剩餘土石方處理方案	壹、訂定目的及實施年期	民國113年5月15日	土石方-目的年期	1	本方案之訂定目的及實施年期分別為何？	因土地開發需求大幅增加造成環境破壞，為落實國土復育政策而妥善管理；本方案自公告日起實施三年，期滿自動失效	因建築及重大公共工程產出剩餘土石方數量龐大，為維護環境衛生與公共安全而妥善處理；本方案持續推動至營建剩餘土石方處理法立法完成止	因營建工程產出之廢棄物具高度污染性，為避免污染地下水體而妥善處理；本方案實施期間為十年，屆滿後由內政部檢討是否延長	因國內砂石原料短缺影響工程進度，為穩定砂石供應價格而妥善調配；本方案實施至國內砂石自給率達百分之八十為止	What are the purpose and implementation period of this Program?	Rising development demand damages the environment, so proper management implements land restoration policy; it runs three years from announcement and then lapses	Building and major public works generate large volumes of surplus soil, so proper handling protects sanitation and safety; it runs until a surplus soil statute is enacted	Construction waste is highly polluting, so proper handling protects groundwater; the Program runs ten years, after which the Ministry of the Interior reviews extension	Domestic aggregate shortages delay works, so proper allocation stabilizes aggregate supply and prices; it runs until domestic self-sufficiency reaches eighty percent	b	壹、一、訂定目的：臺灣地區近年因社會經濟活動快速發展，一般建築工程及交通經建等重大公共工程日益增加，其施工產出剩餘土石方數量相當龐大，為維護環境衛生與公共安全，確有必要妥善處理，爰參照各界意見檢討制定本方案。二、實施年期：本方案為持續推動延長至營建剩餘土石方處理法立法完成止。柒、一並闡明營建剩餘土石方為可再利用之土石方資源，不同於一般廢棄物之具有污染性。	Part 1, items 1 and 2, read with Part 7.	draft	10		
ENV-2870	ENV	ENV-12	營建剩餘土石方處理方案	捌、分工表	民國113年5月15日	土石方-分工管考	1	本方案捌所列分工表，其管考作業方式為何？	檢附分工表，各項工作主辦機關應按期提送辦理情形到內政部國土管理署，俾利掌握全國重大工程資訊	檢附分工表，各項工作主辦機關應委託民間顧問公司代為管考並負擔全部委辦所需之相關費用	檢附分工表，各項工作主辦機關無須提送任何辦理情形，僅供內部參考而不對外公開相關資訊	檢附分工表，各項工作主辦機關應按月將辦理情形送地方議會審議，經決議通過後始得繼續執行	How is progress tracked under the division of work table in Part 8?	Each lead agency submits progress to the National Land Management Agency on schedule, so national data can be tracked	Lead agencies must commission private consultants to track progress and bear all the related costs	Lead agencies need submit no progress at all, the table being for internal reference and not published	Lead agencies must submit monthly progress for local council review and may continue only once it is resolved	a	捌、分工表：檢附分工表，請各項工作主辦機關按期提送辦理情形到內政部國土管理署，俾利掌握全國重大工程剩餘土石方資訊。分工表列有公共工程剩餘土石方資源處理（如臺北商港離岸物流倉儲區填海計畫之圍堤及造地工程，主辦機關為臺灣港務股份有限公司基隆分公司，協辦機關為臺北市政府、新北市政府）及建築工程剩餘土石方資源處理（主辦機關為直轄市政府，協辦機關為縣（市）政府，持續性辦理）等工作項目、主辦機關、協辦機關及辦理期限。陸、一、（三）並規定由各項工作主辦機關自行訂定查核點並填報辦理情形，按期管考追蹤。	Part 8, read with Part 6, item 1, subitem 3.	draft	10		
ENV-2871	ENV	ENV-12	營建剩餘土石方處理方案	柒、配合措施	民國113年5月15日	土石方-教育宣導與資源回收	2	本方案就教育宣導及土石方資源回收利用，定有何種配合措施？	營建剩餘土石方之教育宣導由各級學校納入正式課程並列入升學考試範圍；收容處理場所應設置環境教育展示館並免費開放民眾參觀及辦理環境教育認證課程	營建剩餘土石方應視同一般廢棄物加強宣導其污染性，並請有關機關協助勸導民眾減少營建行為；收容處理場所不得設置任何加工機具設備，僅得單純暫屯堆置後轉運至掩埋場處置	營建剩餘土石方為可再利用資源，不同於一般廢棄物之污染性，其回收再利用之教育宣導請有關機關配合辦理；核准之多元化收容處理場所應有土質改良機具進行破碎、分類、加工並有儲存設施	營建剩餘土石方之宣導應由業者自費於電視媒體刊播廣告；收容處理場所應設置研究實驗室並每年提出土質改良技術研究報告送中央主管機關審查	What supporting measures does the Program set for education and resource recovery?	Education on surplus soil should be a formal school subject included in entrance examinations; receiving sites must run free public exhibition halls and certified environmental education courses	Surplus soil should be publicized as general waste and agencies should persuade the public to build less; receiving sites may not have any processing machinery and may only stockpile before transfer to landfill	Surplus soil is a reusable resource unlike polluting general waste, and agencies should promote education on its reuse; approved sites need soil improvement machinery for crushing and sorting, plus storage	Publicity should be paid for by operators through television advertising; receiving sites must run laboratories and submit annual soil improvement research reports centrally	c	柒、一、加強教育宣導溝通觀念：營建剩餘土石方為可再利用之土石方資源，不同於一般廢棄物之具有污染性，有關資源回收處理及再利用之教育與宣導，請有關機關協同配合辦理。柒、六、土石方資源之回收利用：營建剩餘土石方可經多元化加工回收處理作為骨材產品使用，成為可再利用之土石方資源，直轄市、縣（市）政府及公共工程主辦（管）機關應推動土石方資源回收利用；經政府機關核准設置之多元化收容處理場所應有土質改良相關機具設備進行暫屯、堆置、破碎、分類、回收、加工處理，並有儲存設施。	Part 7, items 1 and 6.	draft	10		
ENV-2872	ENV	ENV-12	營建剩餘土石方處理方案	柒、配合措施	民國113年5月15日	土石方-協調小組與資訊系統	2	本方案就跨區域協調及資訊交換，分別定有何種配合措施？	由內政部成立營建土方處理協調小組，辦理跨部會、跨區域、跨縣市之處理、推動工程間土方交換及調節供需；並由政府建構資訊交換網路系統及服務中心，建立互補供需之交換制度	由行政院成立跨部會審議委員會，逐案審查全國各工程之土石方處理計畫並核定其處理方式；並由民間業者自行建置交易平台，政府不介入任何資訊提供或交換制度之建立	由同業公會成立自律委員會，負責調處業者間之土石方供需糾紛；並由公會建置會員專用之資訊平台，非會員不得查詢或使用相關交換資訊	由各直轄市、縣（市）政府分別成立獨立小組，且不得辦理跨縣市之協調事項；並由各縣市自行建置互不相通之資訊系統，以維護各該轄區之資料機密性	What supporting measures cover cross-regional coordination and information exchange?	The Ministry of the Interior forms a coordination group for cross-ministry and cross-county handling, soil exchange and balancing supply; government builds an information exchange network and service centre	The Executive Yuan forms an inter-ministerial committee reviewing and approving every project's soil plan; private operators build trading platforms with no government role in information exchange	The trade association forms a self-regulation committee to mediate supply disputes; it builds a members-only platform closed to non-members	Each local government forms its own group and may not coordinate across counties; each builds a separate unconnected information system to keep its data confidential	a	柒、四、成立營建剩餘土石方處理協調小組：由於都會地區市、縣緊密鄰近且發展一體，為促進生活圈整體建設，由內政部成立營建土方處理協調小組辦理跨部會、跨區域、跨縣（市）間之剩餘土石方處理、推動規劃工程間土方交換及調節土石方供需與交流使用事項。柒、五、成立營建剩餘土石方資訊交換網路系統及服務中心：由政府機關建構營建產出與需要填土石方量與流向及處理場所容量等資訊交換之網路系統及服務中心，建立產出剩餘土石方與需填土石方場地間互補供需之交換制度，提供相互查詢、交換、通報服務之用。柒、七並定跨縣市合作及土石方資源共享機制。	Part 7, items 4, 5 and 7.	draft	10		
ENV-2873	ENV	ENV-12	營建剩餘土石方處理方案	柒、配合措施	民國113年5月15日	土石方-法規訂定與審查	2	營建剩餘土石方之處理依地方制度法屬何種事項？重大計畫之剩餘土石方處理計畫應如何審查？	依地方制度法規定屬共同辦理事項，應由中央與地方共同訂定單一法規；重大計畫之剩餘土石方處理計畫應由承包廠商自行審查並出具切結書即可	依地方制度法規定為中央委辦事項，地方政府不得訂定任何自治法規；重大計畫之剩餘土石方處理計畫僅由內政部單獨審查，其他機關於審核工程預算時不得一併審查	依地方制度法規定為鄉（鎮、市）自治事項，應由各公所分別訂定自治條例；重大計畫之剩餘土石方處理計畫應送地方議會審議通過後始得執行相關工程	依地方制度法第十八條及第十九條為直轄市及縣市自治事項，地方政府應訂定法規據以執行；國家發展委員會、公共工程委員會及環境部於審核工程計畫及預算時應嚴格審查	What kind of matter is surplus soil handling under the Local Government Act, and how are major project plans reviewed?	It is a jointly handled matter needing a single joint rule; major project soil plans may be self-reviewed by the contractor with an undertaking letter	It is a centrally delegated matter and local governments may enact no rules; only the Ministry of the Interior reviews major project soil plans and no other body may review them with budgets	It is a township self-government matter and each office enacts its own ordinance; major project soil plans need a local council resolution before works may proceed	It is a self-government matter of municipalities and counties under Articles 18 and 19, so local governments enact and enforce rules; review bodies must scrutinize soil plans when approving budgets	d	柒、八、訂（修）定相關法規及推動執行：營建剩餘土石方之處理依地方制度法第18條及第19條規定為直轄市及縣市自治事項；本方案奉核定後，直轄市、縣（市）政府應訂（修）定營建剩餘土石方資源處理及處理場所設置管理法規，並據以執行。柒、九、嚴格審查重大計畫之剩餘土石方處理計畫：請國家發展委員會、行政院公共工程委員會、國家科學及技術委員會、環境部及其他工程審議單位於審核經建投資計畫、行政計畫、工程計畫、科技計畫、環境影響評估及工程預算時，配合嚴格審查剩餘土石方處理計畫，如無妥善規劃者，即予退請修正。柒、十一並要求都市計畫擬定機關及建築師落實源頭減量、挖填平衡及回收再利用。	Part 7, items 8, 9 and 11.	draft	10		
ENV-2874	ENV	ENV-12	營建剩餘土石方處理方案	玖、附件格式	民國113年5月15日	土石方-表格附件	1	本方案就工程、收容處理場所及運送地點之基本資料表與各項月報表、運送證明文件等格式，定有何種規定？	各該參考格式列為附件供地方政府依自治條例訂定時參考，必要時得由中央主管機關會商有關機關修正	各該格式由中央主管機關統一印製並強制使用，地方政府不得依自治條例另行訂定任何格式	各該格式應由各收容處理場所業者自行設計並報請地方議會決議通過後始得使用於相關作業	各該格式應由同業公會擬訂並報中央主管機關核定，地方政府及業者均應無條件遵照使用	What does the Program provide about the forms for basic data, monthly returns and transport certificates?	The reference forms are annexed for local governments to consult when making ordinances, and the central authority may revise them where necessary	The forms are centrally printed and compulsory, and local governments may not adopt any different form by ordinance	The forms are designed by each site operator and may be used only after a local council resolution approves them	The forms are drafted by the trade association and approved centrally, and both local governments and operators must follow them unconditionally	a	玖：本方案規定工程、收容處理場所及運送地點之基本資料表與各點規定相關月報表、營建剩餘土石方運送證明文件及運送地點目的事業主管機關核准同意證明文件等參考格式資料如附件，供地方政府依自治條例訂定時參考；必要時得由中央主管機關會商有關機關修正。柒、八並規定營建剩餘土石方之處理依地方制度法第18條及第19條規定為直轄市及縣市自治事項，本方案奉核定後直轄市、縣（市）政府應訂（修）定相關法規並據以執行。	Part 9, read with Part 7, item 8.	draft	10		
