code	file	index	law_id	article	issue	detail	question
D2	batch12_e4	45	ENV-157	第22條	正確選項缺依據	本條業經刪除，現行條文已無規定內容	本細則第二十二條之現行規定內容為何？
D1	batch12_e4	46	ENV-157	第23條	選項b 疑似也對	將違反本條例案件處理情形製表送請中央主管機關	直轄市、縣（市）主管機關對違反本條例案件之處理情形應如何辦理？
D2	batch12_e4	47	ENV-157	第24條	正確選項缺依據	自發布日施行	本細則之施行日期如何規定？
D3	batch12_f1	6	ENV-158	第5條	選項b 中英數值不同	zh多:[120.0] en多:[20.0]	事業於改善期限內提送改善計畫書後，主管機關另核予之改善計畫及功能測試期間，與提送
D3	batch12_f1	6	ENV-158	第5條	選項c 中英數值不同	zh多:[180.0] en多:[80.0]	事業於改善期限內提送改善計畫書後，主管機關另核予之改善計畫及功能測試期間，與提送
D2	batch12_f1	14	ENV-158	第11條	正確選項缺依據	本準則自發布日起施行	違反水污染防治法按次處罰通知限期改善或補正執行準則之施行日期為何？
D1	batch12_f1	20	ENV-159	第3條	選項c 疑似也對	罰鍰額度之計算取至新臺幣元小數點後無條件	依本準則計算所得之罰鍰額度，其金額應計算至何單位？小數點後如何處理？
D2	batch12_f1	26	ENV-159	第8條	正確選項缺依據	本準則自發布日起施行	違反水污染防治法罰鍰額度裁罰準則之施行日期為何？
D3	batch12_f1	35	ENV-160	第7條	選項d 中英數值不同	zh多:[45.0] en多:[5.0, 40.0]	前開水質檢驗期限必要時得否延長？其延長次數及日數限制為何？
D2	batch12_f1	36	ENV-160	第8條	正確選項缺依據	不須逐日查驗，且不扣除例假日	按日連續處罰之執行，依本準則規定應如何辦理？
D2	batch12_f1	37	ENV-160	第9條	正確選項缺依據	本準則自發布日起施行	違反飲用水管理條例按日連續處罰執行準則之施行日期為何？
D4	batch12_f1	42	ENV-162	第4條	選項b與c過於相似	0.98	依前開規定減輕處罰時，其減輕後之罰鍰額度下限為何？
D2	batch12_f1	43	ENV-162	第5條	正確選項缺依據	本準則自發布日起施行	廢（污）水處理專責人員違反水污染防治法罰鍰額度裁罰準則之施行日期為何？
D3	batch12_f2	9	ENV-161	第7條	選項c 中英數值不同	zh多:[45.0] en多:[5.0, 40.0]	中央主管機關受理各階段審定登記案件，其審查期限規定為何？
D3	batch12_f2	9	ENV-161	第7條	選項d 中英數值不同	zh多:[120.0] en多:[20.0]	中央主管機關受理各階段審定登記案件，其審查期限規定為何？
D3	batch12_f2	10	ENV-161	第7條	選項c 中英數值不同	zh多:[180.0] en多:[80.0]	申請文件經審查不合規定或內容欠缺者，應通知限期補正；有何情形應予駁回？
D2	batch12_f2	17	ENV-161	第13條	正確選項缺依據	審定期間查驗實體設施規格與功能測試、製造期間查驗品保品管及製銷紀錄、安裝時查驗安	主管機關得派員進入製造或設置場所執行之查驗工作，包括哪些內容？
D2	batch12_f2	21	ENV-161	第17條	正確選項缺依據	本辦法自發布日起施行	預鑄式建築物污水處理設施管理辦法之施行日期為何？
D2	batch12_f2	32	ENV-170	第8條	正確選項缺依據	本辦法自發布日起施行	有害事業廢棄物檢測及紀錄管理辦法之施行日期為何？
D2	batch12_f2	45	ENV-169	第13條	正確選項缺依據	本辦法自發布日起施行	再生資源限制或禁止輸入輸出管理辦法之施行日期為何？
D2	batch12_f3	42	ENV-168	第18條	正確選項缺依據	由中央主管機關（環境部）定之	再生資源再使用管理辦法所定之相關文書及證明文件格式，由何機關訂定？
D2	batch12_f3	43	ENV-168	第19條	正確選項缺依據	本辦法自發布日起施行	再生資源再使用管理辦法之施行日期為何？
D3	batch12_f4	6	ENV-171	第6條	選項c 中英數值不同	zh多:[45.0] en多:[5.0, 40.0]	核發機關受理自行清除或處理許可申請後，其審查次數及期限規定為何？
D2	batch12_f4	19	ENV-171	第18條	正確選項缺依據	本辦法自發布日起施行	事業自行清除處理事業廢棄物許可管理辦法之施行日期為何？
D3	batch12_f4	28	ENV-172	第6條	選項d 中英數值不同	zh多:[120.0] en多:[20.0]	核發機關審核餘裕量許可申請，其審酌事項及審查期限規定為何？
D3	batch12_f4	38	ENV-172	第15條	選項b 中英數值不同	zh多:[180.0] en多:[80.0]	事業所置之處理技術員未能從事業務或離職時，應如何辦理？
D2	batch12_f4	42	ENV-172	第18條	正確選項缺依據	本辦法自發布日起施行	事業廢棄物處理設施餘裕處理容量許可管理辦法之施行日期為何？
D5	batch12_g1	15	ENV-173	第11條	題幹疑似洩答	接受國處理廠實地勘查	申請輸出有害廢棄物時，關於接受國處理廠實地勘查報告及有害成分檢測報告之規定為何？
D3	batch12_g1	17	ENV-173	第13條	選項d 中英數值不同	zh多:[500.0] en多:[5.0]	首次申請輸出廢棄物者，其許可輸出數量原則上以多少為限？何種情形得例外放寬？
D3	batch12_g1	22	ENV-173	第17條	選項c 中英數值不同	zh多:[180.0] en多:[80.0]	依本辦法許可輸出之廢棄物遭接受國拒絕時，原輸出者應如何處理？期限為何？
D5	batch12_g1	27	ENV-173	第20條	題幹疑似洩答	由該國主管機關發出通知	有害廢棄物之過境或轉口，依輸出國規定應由該國主管機關發出通知者，本辦法如何處理？
D2	batch12_g1	46	ENV-173	第38條	正確選項缺依據	該條業經刪除，現行條文僅保留條次而無任何規範內容，相關事項回歸其他各條規定辦理	本辦法第三十八條之現行狀態及其效力為何？
D2	batch12_g1	47	ENV-173	第39條	正確選項缺依據	自發布日施行，不另定特別之生效日期或分階段施行之過渡期間規定	事業廢棄物輸入輸出管理辦法之施行日期如何規定？
D3	batch12_g2	13	ENV-174	第13條	選項b 中英數值不同	zh多:[180.0] en多:[80.0]	民間機構應置之處理技術員離職時，應如何辦理？
D3	batch12_g2	29	ENV-175	第10條	選項b 中英數值不同	zh多:[180.0] en多:[80.0]	公營事業應置之清除、處理技術員離職時，應如何辦理？
D3	batch12_g2	39	ENV-176	第5條	選項c 中英數值不同	zh多:[180.0] en多:[80.0]	因天災或其他不可抗力事由致不能於改善期限內完成改善者，應如何辦理？
D3	batch12_g3	2	ENV-177	第2條	選項a 中英數值不同	zh多:[10.0, 20.0] en多:[4.0]	裁處機關考量受處罰者資力時，對於違規涉及事業廢棄物且屬上市或上櫃事業者，得如何裁
D3	batch12_g3	9	ENV-178	第3條	選項b 中英數值不同	zh多:[2.5] en多:[5.0]	廢容器貯存之堆置高度及分隔走道規定為何？
D3	batch12_g3	9	ENV-178	第3條	選項c 中英數值不同	zh多:[0.5] en多:[5.0]	廢容器貯存之堆置高度及分隔走道規定為何？
D3	batch12_g3	12	ENV-178	第5條	選項b 中英數值不同	zh多:[24.0, 500.0] en多:[5.0]	農藥廢容器及特殊環境用藥廢容器之貯存設施，除一般貯存設施規定外，另應符合哪些規定
D5	batch12_g3	31	ENV-179	第5條	題幹疑似洩答	有害廢棄物輸出規定辦理	廢乾電池輸出國外處理者，應符合何種規定？何種情形應改依有害廢棄物輸出規定辦理？
D3	batch12_g3	33	ENV-179	第7條	選項a 中英數值不同	zh多:[75.0] en多:[5.0, 70.0]	依本法第十八條第五項申請廢乾電池回收清除處理補貼者，於國內處理之資源回收再利用比
D3	batch12_g3	33	ENV-179	第7條	選項b 中英數值不同	zh多:[75.0] en多:[5.0, 70.0]	依本法第十八條第五項申請廢乾電池回收清除處理補貼者，於國內處理之資源回收再利用比
D3	batch12_g3	33	ENV-179	第7條	選項c 中英數值不同	zh多:[65.0] en多:[5.0, 60.0]	依本法第十八條第五項申請廢乾電池回收清除處理補貼者，於國內處理之資源回收再利用比
D3	batch12_g3	33	ENV-179	第7條	選項d 中英數值不同	zh多:[75.0] en多:[5.0, 70.0]	依本法第十八條第五項申請廢乾電池回收清除處理補貼者，於國內處理之資源回收再利用比
D2	batch12_g3	34	ENV-179	第8條	正確選項缺依據	自發布日施行，未另定分階段生效或既有業者改善期間之過渡適用規定	廢乾電池回收貯存清除處理方法及設施標準之施行日期如何規定？
D3	batch12_g3	37	ENV-181	第3條	選項a 中英數值不同	zh多:[1.5] en多:[5.0]	廢鉛蓄電池分區貯存之高度、寬長及分隔走道有何規定？貯存區周圍多少範圍內應嚴禁煙火
D3	batch12_g3	37	ENV-181	第3條	選項d 中英數值不同	zh多:[1.5] en多:[5.0]	廢鉛蓄電池分區貯存之高度、寬長及分隔走道有何規定？貯存區周圍多少範圍內應嚴禁煙火
D3	batch12_g3	41	ENV-181	第5條	選項a 中英數值不同	zh多:[65.0] en多:[5.0, 60.0]	依本法第十八條第五項申請廢鉛蓄電池回收清除處理補貼者，應符合哪些規定？
D3	batch12_g3	41	ENV-181	第5條	選項b 中英數值不同	zh多:[85.0] en多:[5.0, 80.0]	依本法第十八條第五項申請廢鉛蓄電池回收清除處理補貼者，應符合哪些規定？
D3	batch12_g3	41	ENV-181	第5條	選項c 中英數值不同	zh多:[45.0] en多:[5.0, 40.0]	依本法第十八條第五項申請廢鉛蓄電池回收清除處理補貼者，應符合哪些規定？
D3	batch12_g3	41	ENV-181	第5條	選項d 中英數值不同	zh多:[95.0] en多:[5.0, 90.0]	依本法第十八條第五項申請廢鉛蓄電池回收清除處理補貼者，應符合哪些規定？
D3	batch12_g4	3	ENV-180	第3條	選項a 中英數值不同	zh多:[1.5] en多:[5.0]	廢照明光源之貯存量上限及分區貯存尺寸規定為何？
D3	batch12_g4	3	ENV-180	第3條	選項b 中英數值不同	zh多:[2.5] en多:[5.0]	廢照明光源之貯存量上限及分區貯存尺寸規定為何？
D3	batch12_g4	8	ENV-180	第6條	選項a 中英數值不同	zh多:[300.0, 600.0] en多:[6.0]	廢照明光源處理廠之廠區及專用廠房面積下限為何？有何例外？
D3	batch12_g4	8	ENV-180	第6條	選項b 中英數值不同	zh多:[300.0, 600.0] en多:[6.0]	廢照明光源處理廠之廠區及專用廠房面積下限為何？有何例外？
D3	batch12_g4	8	ENV-180	第6條	選項c 中英數值不同	zh多:[500.0, 1000.0] en多:[5.0]	廢照明光源處理廠之廠區及專用廠房面積下限為何？有何例外？
D3	batch12_g4	8	ENV-180	第6條	選項d 中英數值不同	zh多:[300.0, 600.0] en多:[6.0]	廢照明光源處理廠之廠區及專用廠房面積下限為何？有何例外？
D3	batch12_g4	12	ENV-180	第10條	選項b 中英數值不同	zh多:[50000000.0] en多:[50.0]	依本法第十八條第五項向資源回收管理基金申請廢照明光源回收清除處理補貼者，應符合哪
D2	batch12_g4	14	ENV-180	第12條	正確選項缺依據	該條業經刪除，現行條文僅保留條次而無任何規範內容，相關事項回歸其他各條規定	廢照明光源回收貯存清除處理方法及設施標準第十二條之現行狀態為何？
D3	batch12_g4	15	ENV-180	第13條	選項a 中英數值不同	zh多:[10.0] en多:[6.0, 8.0, 9.0]	廢照明光源回收貯存清除處理方法及設施標準之施行日期如何規定？
D3	batch12_g4	15	ENV-180	第13條	選項b 中英數值不同	zh多:[10.0] en多:[4.0, 6.0, 7.0]	廢照明光源回收貯存清除處理方法及設施標準之施行日期如何規定？
D3	batch12_g4	15	ENV-180	第13條	選項c 中英數值不同	zh多:[7.0] en多:[5.0]	廢照明光源回收貯存清除處理方法及設施標準之施行日期如何規定？
D3	batch12_g4	18	ENV-182	第3條	選項a 中英數值不同	zh多:[1.5, 4.5] en多:[4.0, 5.0]	廢電子電器、廢資訊物品貯存之堆置高度及分區尺寸規定為何？
D3	batch12_g4	23	ENV-182	第5條	選項b 中英數值不同	zh多:[500.0] en多:[5.0]	處理含冷媒或潤滑油之廢電子電器，及處理廢電冰箱時，應符合哪些規定？
D3	batch12_g4	30	ENV-182	第10條	選項a 中英數值不同	zh多:[75.0] en多:[5.0, 70.0]	依本法第十八條第五項向中央主管機關申請廢電子電器、廢資訊物品回收清除處理補貼者，
D3	batch12_g4	30	ENV-182	第10條	選項d 中英數值不同	zh多:[65.0] en多:[5.0, 60.0]	依本法第十八條第五項向中央主管機關申請廢電子電器、廢資訊物品回收清除處理補貼者，
D2	batch12_g4	31	ENV-182	第11條	正確選項缺依據	該條業經刪除，現行條文僅保留條次而無任何規範內容，相關事項回歸其他各條規定	廢電子電器暨廢資訊物品回收貯存清除處理方法及設施標準第十一條之現行狀態為何？
D2	batch12_g4	32	ENV-182	第12條	正確選項缺依據	自發布日施行，未另定分階段生效或既有業者改善期間之過渡適用規定	廢電子電器暨廢資訊物品回收貯存清除處理方法及設施標準之施行日期如何規定？
D5	batch12_h1	15	ENV-185	第2條	題幹疑似洩答	及有害物質回收或去除比率	本辦法所稱處理效能及有害物質回收或去除比率之定義為何？
D5	batch12_h1	17	ENV-185	第3條	題幹疑似洩答	始得接受稽核認證及申請補貼費	責任業者及回收業、處理業須完成何種程序，始得接受稽核認證及申請補貼費？
D5	batch12_h2	5	ENV-186	第5條	題幹疑似洩答	從事應回收廢棄物回收處理業務	回收業、處理業從事應回收廢棄物回收、處理業務前，應完成何項程序？
D2	batch12_h2	29	ENV-186	第26條	正確選項缺依據	該條業已刪除，回收業、處理業之管理悉依現行本辦法其他各條規定辦理	本辦法原第二十六條規定之現行狀態為何？相關事項現應如何辦理？
D3	batch12_h2	30	ENV-186	第27條	選項a 中英數值不同	zh多:[7.0] en多:[23.0]	本辦法之施行日期規定為何？一百十五年七月十三日修正發布之第二十三條自何時施行？
D3	batch12_h2	30	ENV-186	第27條	選項b 中英數值不同	zh多:[7.0] en多:[23.0]	本辦法之施行日期規定為何？一百十五年七月十三日修正發布之第二十三條自何時施行？
D3	batch12_h2	30	ENV-186	第27條	選項c 中英數值不同	zh多:[7.0] en多:[23.0]	本辦法之施行日期規定為何？一百十五年七月十三日修正發布之第二十三條自何時施行？
D3	batch12_h2	30	ENV-186	第27條	選項d 中英數值不同	zh多:[7.0] en多:[23.0]	本辦法之施行日期規定為何？一百十五年七月十三日修正發布之第二十三條自何時施行？
D2	batch12_h2	33	ENV-188	第3條	正確選項缺依據	應領有該種車輛之職業駕駛執照	事故應變車輛之駕駛人應具備何種資格？
D2	batch12_h3	19	ENV-187	第18條	正確選項缺依據	由中央主管機關（環境部）定之	本辦法所定之相關文書及證明文件格式，由何機關定之？
D5	batch12_h4	19	ENV-202	第16條	題幹疑似洩答	土壤污染評估調查及檢測資料	事業取得土壤污染評估調查及檢測資料審查同意函後，應於何時完成變更、歇業之登記？逾
D1	batch12_i1	15	ENV-190	第14條	選項b 疑似也對	應登載五人以上其中指揮級及技術級各二人以上專家級一人以上	應組設全國性聯防組織之相關運作人，單一物質單次運送跨直轄市、縣（市）而氣體數量逾
D1	batch12_i1	15	ENV-190	第14條	選項c 疑似也對	應登載三人以上其中專家級二人以上技術級一人以上	應組設全國性聯防組織之相關運作人，單一物質單次運送跨直轄市、縣（市）而氣體數量逾
D2	batch12_i1	36	ENV-191	第10條	正確選項缺依據	機構名稱、負責人姓名、主管人員姓名、認證類別、服務項目、服務區域、主要裝備或設備	應變、諮詢機構之認證證書，依規定應載明哪些事項？
D3	batch12_i2	12	ENV-192	第11條	選項c 中英數值不同	zh多:[24.0] en多:[20.0]	病媒防治業施作現場之告示規格為何？執行業務致污染環境或危害人體健康時應如何處理？
D5	batch12_i2	22	ENV-194	第1條	題幹疑似洩答	微生物製劑開發試驗研究	遺傳工程環境用藥微生物製劑開發試驗研究管理辦法之訂定依據為何？
D2	batch12_i2	30	ENV-194	第8條之1	正確選項缺依據	準用第四條至第八條之規定，包括申請核准、授予知能、防護、廢棄物處理及資料保存等義	利用遺傳工程以外其他技術從事環境用藥微生物製劑開發試驗研究者，應如何適用本辦法？
D2	batch12_i2	42	ENV-195	第11條	正確選項缺依據	該條文業經刪除，其原規定內容已不再作為環境用藥工廠設廠之要求	環境用藥工廠設廠標準第十一條之現行狀態為何？
D5	batch12_i3	18	ENV-197	第1條	題幹疑似洩答	環境用藥貯存置放使用	環境用藥貯存置放使用管理辦法係依何項規定訂定？
D3	batch12_j1	2	ENV-163	第2條	選項b 中英數值不同	zh多:[10000.0] en多:[10.0]	本辦法所稱「試驗計畫」及「既有試驗計畫」之定義為何？
D3	batch12_j1	12	ENV-163	第10條	選項c 中英數值不同	zh多:[180.0] en多:[80.0]	中央主管機關受理本辦法相關申請，其審查期限及補正日數之規定為何？
D3	batch12_j1	26	ENV-163	第19條	選項a 中英數值不同	zh多:[24.0] en多:[4.0, 20.0]	事業於封存期間發生達停止灌注條件之異常或二氧化碳洩漏時，應如何處置？
D2	batch12_j1	39	ENV-163	第30條	正確選項缺依據	本辦法自發布日起施行	二氧化碳捕捉後封存管理辦法之施行日期規定為何？
D3	batch12_j2	13	ENV-164	第13條	選項c 中英數值不同	zh多:[180.0] en多:[80.0]	中央主管機關受理本辦法各項申請之審查期限及補正規定為何？
D2	batch12_j2	21	ENV-164	第20條	正確選項缺依據	本辦法自發布日起施行	氫氟碳化物管理辦法之施行日期規定為何？
D3	batch12_j2	24	ENV-165	第3條	選項c 中英數值不同	zh多:[2.5] en多:[25000.0]	抵換專案依申請者資格分類，其類型為何？
D3	batch12_j2	25	ENV-165	第4條	選項a 中英數值不同	zh多:[2.5] en多:[25000.0]	抵換專案邊界有下列何種情形者，不得申請註冊？
D3	batch12_j2	25	ENV-165	第4條	選項c 中英數值不同	zh多:[2.5] en多:[25000.0]	抵換專案邊界有下列何種情形者，不得申請註冊？
D3	batch12_j2	29	ENV-165	第8條	選項c 中英數值不同	zh多:[28.0] en多:[8.0]	計畫型抵換專案之計入期年限規定為何？
D3	batch12_j2	33	ENV-165	第12條	選項a 中英數值不同	zh多:[28.0] en多:[8.0, 20.0]	方案型抵換專案本身之計入期年限，以及新增子專案計入期起始日之規定為何？
D2	batch12_j2	44	ENV-165	第23條	正確選項缺依據	本辦法自發布日起施行	溫室氣體抵換專案管理辦法之施行日期規定為何？
D3	batch12_j3	10	ENV-166	第11條	選項d 中英數值不同	zh多:[24.0] en多:[4.0, 20.0]	查驗人員之基本資格條件為何？
D3	batch12_j3	24	ENV-166	第25條	選項d 中英數值不同	zh多:[65.0] en多:[5.0, 60.0]	下列何種情況即違反獨立性、公正性及利益衝突迴避規範，中央主管機關得不予認可其查驗
D3	batch12_j3	30	ENV-166	第29條	選項b 中英數值不同	zh多:[24.0] en多:[4.0, 20.0]	登錄於人員清冊之查驗人員，每年應執行之案件數量及未達成時之補救措施為何？
D2	batch12_j3	35	ENV-166	第34條	正確選項缺依據	應檢附中文譯本	本辦法所定之相關文件為外文者，應如何處理？
D4	batch12_j3	39	ENV-166	第37條之1	選項a與b過於相似	0.97	本辦法一百十四年三月十九日修正施行前，已備查之產品碳足跡認證機構及已取得產品碳足
D2	batch12_j3	40	ENV-166	第38條	正確選項缺依據	本辦法自發布日起施行	溫室氣體認證機構及查驗機構管理辦法之施行日期規定為何？
D2	batch12_j3	44	ENV-207	第4條	正確選項缺依據	該條已刪除，現行條文並無規範內容，罰鍰額度之計算及加重回歸第二條及第三條規定辦理	環境檢驗測定機構違反環保法規罰鍰額度裁罰準則第四條之現行狀態為何？
D2	batch12_j3	46	ENV-207	第6條	正確選項缺依據	應就各行為分別處罰之	數行為違反同一或不同管理辦法或機動車輛管理辦法規定者，應如何處罰？
D2	batch12_j3	47	ENV-207	第7條	正確選項缺依據	本準則自發布日起施行	環境檢驗測定機構違反環保法規罰鍰額度裁罰準則之施行日期規定為何？
D3	batch12_j4	4	ENV-205	第4條	選項d 中英數值不同	zh多:[24.0] en多:[4.0, 20.0]	設施場所所配置之環境教育人員，於何種情形應另附訓練證明？其時數為何？
D2	batch12_j4	17	ENV-205	第16條	正確選項缺依據	應撤銷其設施場所之認證	設施場所檢送之申請文件有虛偽不實者，中央主管機關應如何處理？
D3	batch12_j4	18	ENV-205	第17條	選項b 中英數值不同	zh多:[10000.0] en多:[10.0]	中央主管機關得廢止設施場所認證之情形，下列何者符合規定？
D2	batch12_j4	21	ENV-205	第20條	正確選項缺依據	本辦法自發布日起施行	環境教育設施場所認證及管理辦法之施行日期規定為何？
D2	batch12_j4	22	ENV-206	第1條	正確選項缺依據	環境教育法第十條第三項	環境教育機構認證及管理辦法係依據下列何項規定訂定？
D3	batch12_j4	24	ENV-206	第3條	選項c 中英數值不同	zh多:[160.0] en多:[60.0]	申請環境教育機構認證之資格，應符合下列何者之一？
D3	batch12_j4	28	ENV-206	第6條	選項d 中英數值不同	zh多:[180.0] en多:[80.0]	核發機關辦理環境教育機構認證審查之期限及現勘規定為何？
D2	batch12_j4	41	ENV-206	第18條	正確選項缺依據	應撤銷該機構之環境教育認證	環境教育機構檢送之申請文件有虛偽不實者，核發機關應如何處理？
D2	batch12_j4	44	ENV-206	第21條	正確選項缺依據	本辦法自發布日起施行	環境教育機構認證及管理辦法之施行日期規定為何？
D5	batch13_a1	14	ENV-26	第17條	題幹疑似洩答	專責人員參加中央主管機關指定之在職訓練	關於專責人員參加中央主管機關指定之在職訓練，公私場所之義務為何？
D5	batch13_a1	22	ENV-27	第2條	題幹疑似洩答	特定業別區域或設施另訂	本標準之適用對象為何？特定業別、區域或設施另訂有排放標準時應如何適用？
D3	batch13_a1	25	ENV-27	第6條	選項c 中英數值不同	zh多:[24.0] en多:[20.0]	周界測定之取樣時間規定為何？
D2	batch13_a1	26	ENV-27	第8條	正確選項缺依據	應依本標準第八條所定公式計算之，以求得該新污染源應有之排放管道高度	排放標準中列有排放管道排放標準之空氣污染物，新污染源之排放管道高度應如何決定？
D2	batch13_a1	32	ENV-28	第3條	正確選項缺依據	懸浮微粒為日平均值及年平均值；細懸浮微粒為二十四小時值及年平均值；臭氧為小時平均	依本標準所定各項空氣污染物之空氣品質標準，懸浮微粒、細懸浮微粒及臭氧分別以何種平
D3	batch13_a1	37	ENV-31	第5條	選項a 中英數值不同	zh多:[11.0] en多:[101.0]	室內空氣品質標準之施行日期規定為何？
D3	batch13_a1	37	ENV-31	第5條	選項b 中英數值不同	zh多:[11.0] en多:[100.0]	室內空氣品質標準之施行日期規定為何？
D3	batch13_a1	39	ENV-40	第5條	選項a 中英數值不同	zh多:[52.0] en多:[50.0]	非屬各級航空噪音防制區之區域，其全年航空噪音日夜音量之環境音量標準為何？
D3	batch13_a1	39	ENV-40	第5條	選項b 中英數值不同	zh多:[52.0] en多:[50.0]	非屬各級航空噪音防制區之區域，其全年航空噪音日夜音量之環境音量標準為何？
D3	batch13_a1	39	ENV-40	第5條	選項c 中英數值不同	zh多:[65.0] en多:[5.0, 60.0]	非屬各級航空噪音防制區之區域，其全年航空噪音日夜音量之環境音量標準為何？
D3	batch13_a1	39	ENV-40	第5條	選項d 中英數值不同	zh多:[65.0] en多:[5.0, 60.0]	非屬各級航空噪音防制區之區域，其全年航空噪音日夜音量之環境音量標準為何？
D2	batch13_a2	3	ENV-30	第4條	正確選項缺依據	建築主管機關掌建築物通風設施及裝修建材管理；交通主管機關掌大眾運輸工具空調通風量	依本法各級目的事業主管機關之權責劃分，下列何者正確？
D3	batch13_a2	18	ENV-30	第20條	選項c 中英數值不同	zh多:[180.0] en多:[80.0]	依本法命限期改善者，改善期間以多久為限？因天災或不可抗力未能完成改善時應如何處理
D2	batch13_a2	21	ENV-30	第22條	正確選項缺依據	視為未改善	公告場所於限期改善期限屆至前未檢具資料報請查驗者，其法律效果為何？
D1	batch13_a2	29	ENV-39	第6條	選項b 疑似也對	高速公路及快速公路交通管制規則規定之快速公路及市區道路及附屬	本法第十五條所稱其他交通所產生之噪音，包括下列何者？
D3	batch13_a2	30	ENV-39	第8條	選項a 中英數值不同	zh多:[180.0] en多:[80.0]	交通噪音改善計畫經核定無法於營運或管理範圍內改善者，營運或管理機關（構）應於何期
D2	batch13_a2	37	ENV-39	第16條	正確選項缺依據	噪音發生源狀況及構造位置、改善前量測結果及成因分析、防制措施內容與設計圖說、改善	噪音改善完成報告書應記載之事項，下列何者正確？
D2	batch13_a3	1	ENV-44	第2條	正確選項缺依據	指該事業使用之範圍	本法第二條第八款所稱作業環境，其定義為何？
D2	batch13_a3	15	ENV-44	第14條	正確選項缺依據	業經刪除，不再有規範內容	水污染防治法施行細則第十四條之現行規定狀態為何？
D1	batch13_a3	23	ENV-44	第23條	選項b 疑似也對	指經主管機關依本法裁處後實收罰鍰金額之百分之	本法第六十六條之三第一項所稱之依本法裁處之部分罰鍰，指何數額？
D1	batch13_a3	23	ENV-44	第23條	選項d 疑似也對	指經主管機關依本法裁處後實收罰鍰金額之百分之	本法第六十六條之三第一項所稱之依本法裁處之部分罰鍰，指何數額？
D5	batch13_a3	29	ENV-46	第6條	題幹疑似洩答	其他類環境保護專責及技術人員	廢（污）水處理專責人員得否同時兼任其他類環境保護專責及技術人員？其要件為何？
D2	batch13_a3	35	ENV-46	第13條	正確選項缺依據	業經刪除，不再有規範內容	廢（污）水處理專責單位或人員設置及管理辦法第十三條之現行規定狀態為何？
D5	batch13_a3	43	ENV-46	第23條	題幹疑似洩答	專責人員參加中央主管機關指定之在職訓練	事業或污水下水道系統就專責人員參加中央主管機關指定之在職訓練，其義務為何？
D2	batch13_a3	47	ENV-46	第27條	正確選項缺依據	不再適用之	自本辦法施行之日起，環境保護專責單位或人員設置及管理辦法有關廢（污）水處理專責單
D2	batch13_b1	1	ENV-48	第2條	正確選項缺依據	自來水水源、飲用水水源、灌溉渠道用水及漁業養殖用水	本辦法適用之承受水體範圍包括下列哪四類水體？
D3	batch13_b1	2	ENV-48	第3條	選項d 中英數值不同	zh多:[24.0] en多:[4.0, 20.0]	廢（污）水處理設施故障、操作異常或意外事故發生時，下列何種情形屬嚴重危害人體健康
D2	batch13_b1	26	ENV-49	第17條	正確選項缺依據	該條業經刪除，現行條文僅保留條次而無實質內容規定	飲用水管理條例第十七條之現行狀態為何？
D2	batch13_b1	35	ENV-49	第24條之3	正確選項缺依據	由中央主管機關另定辦法統一規範之，不由地方各自認定	本條例所稱按日連續處罰，其起算日、暫停日、停止日及改善完成認定查驗事項由何者規範
D2	batch13_b1	39	ENV-49	第27條	正確選項缺依據	該條業經刪除，現行條文僅保留條次而無實質內容規定	飲用水管理條例第二十七條之現行狀態為何？
D3	batch13_b2	13	ENV-52	第16條	選項d 中英數值不同	zh多:[45.0] en多:[5.0, 40.0]	復工、復業之申請涉及製程改變或處理設施新置變更者，其試車期限及審查期限規定為何？
D2	batch13_b2	16	ENV-52	第19條	正確選項缺依據	由中央主管機關統一訂定其格式，以利各級機關一致適用	本法及本細則所定之告發單、處分書及移送書或其他書表格式，除另有規定外由何機關訂定
D3	batch13_b2	21	ENV-53	第5條	選項d 中英數值不同	zh多:[24.0] en多:[4.0, 20.0]	有害事業廢棄物經中間處理後或屬易燃性廢液者，在何種條件下得認定為一般事業廢棄物？
D5	batch13_b2	29	ENV-55	第7條	題幹疑似洩答	事業廢棄物清理計畫書	事業廢棄物清理計畫書所載資料變動而未致廢棄物性質改變或數量增加逾百分之十者，應如
D3	batch13_b2	32	ENV-55	第11條	選項a 中英數值不同	zh多:[25.0, 45.0] en多:[5.0, 20.0, 40.0]	審核機關受理新設、新提、重提、變更及展延案件，與受理異動案件之審查期限分別為何？
D3	batch13_b2	32	ENV-55	第11條	選項d 中英數值不同	zh多:[45.0] en多:[5.0, 40.0]	審核機關受理新設、新提、重提、變更及展延案件，與受理異動案件之審查期限分別為何？
D4	batch13_c1	0	ENV-63	第1條	選項a與d過於相似	0.97	環境影響評估法施行細則之訂定，其法律授權依據為何？
D4	batch13_c1	0	ENV-63	第1條	選項c與d過於相似	0.97	環境影響評估法施行細則之訂定，其法律授權依據為何？
D2	batch13_c1	10	ENV-63	第9條	正確選項缺依據	第九條現已刪除；開發單位之定義規定於第七條，指自然人、法人、團體或其他從事開發行	現行環境影響評估法施行細則第九條之規範狀態，以及開發單位定義之所在條文，下列敘述
D2	batch13_c1	11	ENV-63	第10條	正確選項缺依據	第十條現已刪除；提出階段規定於第十一條，於開發審議或開發許可申請階段辦理	現行環境影響評估法施行細則第十條之規範狀態，及環境影響說明書提出階段之所在條文為
